node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,4,128,tier1_hospital,0.973,standard,20000
1,clinic_001,2000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.929,critical,20000
2,research_center_002,10000,tier_3,128,GDPR,32,512,research_center,0.997,high,50000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,64,mobile_unit,0.776,critical,1000
4,edge_device_004,500,tier_2,2,HIPAA,0,16,edge_device,0.881,high,2000
5,hospital_005,5000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.972,high,20000
6,clinic_006,5000,tier_2,32,GDPR,8,64,tier2_hospital,0.93,critical,5000
7,research_center_007,5000,tier_3,256,PIPEDA,8,512,research_center,0.981,critical,100000
8,mobile_unit_008,1000,tier_1,16,GDPR,2,64,mobile_unit,0.758,high,1000
9,edge_device_009,50,tier_2,8,local,1,32,edge_device,0.844,high,2000
10,hospital_010,2000,tier_1,32,local,4,128,tier1_hospital,0.962,critical,50000
11,clinic_011,2000,tier_2,64,local,8,256,tier2_hospital,0.941,standard,20000
12,research_center_012,5000,tier_3,64,PIPEDA,8,512,research_center,0.99,standard,50000
13,mobile_unit_013,500,tier_1,16,GDPR,2,64,mobile_unit,0.752,critical,1000
14,edge_device_014,500,tier_2,8,HIPAA,0,8,edge_device,0.707,high,2000
15,hospital_015,10000,tier_1,128,HIPAA,16,128,tier1_hospital,0.961,standard,20000
16,clinic_016,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.942,standard,5000
17,research_center_017,10000,tier_3,128,GDPR,16,512,research_center,0.99,critical,20000
18,mobile_unit_018,100,tier_1,8,local,1,64,mobile_unit,0.889,high,1000
19,edge_device_019,500,tier_2,2,HIPAA,1,8,edge_device,0.762,high,1000
