node_id,latitude,longitude
0,44.0304,-92.437764
1,39.245192,-76.659754
2,37.457527,-122.147147
3,42.371641,-71.02332
4,34.024917,-118.198089
5,51.520676,-0.131755
6,48.84987,2.342185
7,35.719176,139.60841
8,1.37694,103.835606
9,-33.851245,151.164903
10,43.979667,-92.497155
11,39.308018,-76.655041
12,37.396187,-122.170815
13,42.400476,-71.069321
14,34.042292,-118.256632
15,51.47383,-0.127263
16,48.893814,2.314261
17,35.636665,139.645793
18,1.374571,103.84897
19,-33.856682,151.220863
