param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,1,1749418379.7685504,parameter_transfer
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,2,1749418379.7685504,parameter_transfer
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,3,1749418379.7685504,parameter_transfer
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,4,1749418379.7685504,parameter_transfer
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,5,1749418379.7685504,parameter_transfer
"{'norm': 3.2050023078918457, 'mean': 0.00044291632366366684, 'std': 0.10903549194335938}",1,0,6,1749418379.7685504,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,0,1749418379.768615,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,2,1749418379.768615,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,3,1749418379.768615,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,4,1749418379.768615,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,5,1749418379.768615,parameter_transfer
"{'norm': 3.2055532932281494, 'mean': 0.00045362679520621896, 'std': 0.10905420035123825}",1,1,6,1749418379.768615,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,0,1749418379.768645,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,1,1749418379.768645,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,3,1749418379.768645,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,4,1749418379.768645,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,5,1749418379.768645,parameter_transfer
"{'norm': 3.205315351486206, 'mean': 0.00041441633948124945, 'std': 0.10904625803232193}",1,2,6,1749418379.768645,parameter_transfer
"{'norm': 3.2049362659454346, 'mean': 0.00043685236596502364, 'std': 0.1090332642197609}",1,3,0,1749418379.7686732,parameter_transfer
