node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.047253,-92.457468,north_america,America/Chicago
1,Baltimore,USA,39.297301,-76.629145,europe,America/New_York
2,Palo Alto,USA,37.415816,-122.130694,asia_pacific,America/Los_Angeles
3,Boston,USA,42.327933,-71.080818,south_america,America/New_York
4,Los Angeles,USA,34.065657,-118.272068,africa,America/Los_Angeles
5,London,UK,51.536856,-0.10626,north_america,Europe/London
6,Paris,France,48.829185,2.319329,europe,Europe/Paris
7,Tokyo,Japan,35.654597,139.630154,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.38039,103.770213,south_america,Asia/Singapore
9,Sydney,Australia,-33.861051,151.171988,africa,Australia/Sydney
