node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,4,128,tier1_hospital,0.991,standard,50000
1,clinic_001,5000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.915,high,10000
2,research_center_002,5000,tier_3,256,HIPAA,8,512,research_center,0.982,critical,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,2,16,mobile_unit,0.807,standard,5000
4,edge_device_004,500,tier_2,4,HIPAA,1,32,edge_device,0.798,standard,2000
5,hospital_005,2000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.994,standard,20000
6,clinic_006,5000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.957,standard,5000
7,research_center_007,20000,tier_3,256,local,8,256,research_center,0.985,critical,20000
8,mobile_unit_008,500,tier_1,8,GDPR,1,16,mobile_unit,0.754,high,5000
9,edge_device_009,50,tier_2,8,local,1,8,edge_device,0.756,standard,500
10,hospital_010,5000,tier_1,128,GDPR,8,128,tier1_hospital,0.964,high,50000
11,clinic_011,1000,tier_2,64,GDPR,4,256,tier2_hospital,0.92,standard,5000
12,research_center_012,5000,tier_3,64,PIPEDA,32,256,research_center,0.994,critical,20000
13,mobile_unit_013,500,tier_1,4,HIPAA,1,16,mobile_unit,0.827,critical,2000
14,edge_device_014,50,tier_2,8,PIPEDA,1,8,edge_device,0.738,high,2000
