node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.99,critical,10000
1,clinic_001,5000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.915,critical,5000
2,research_center_002,5000,tier_3,64,HIPAA,32,1024,research_center,0.985,standard,20000
3,mobile_unit_003,500,tier_1,4,local,2,64,mobile_unit,0.854,standard,2000
4,edge_device_004,500,tier_2,4,GDPR,0,16,edge_device,0.736,critical,2000
5,hospital_005,2000,tier_1,128,HIPAA,4,128,tier1_hospital,0.958,critical,10000
6,clinic_006,1000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.931,standard,5000
7,research_center_007,20000,tier_3,128,GDPR,16,1024,research_center,0.983,critical,20000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,16,mobile_unit,0.832,critical,1000
9,edge_device_009,100,tier_2,2,GDPR,1,16,edge_device,0.848,critical,1000
