node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,1964,public,mayo_clinic,tier1_hospital,2910
1,national,ISO27001,oncology,1984,public,johns_hopkins,tier2_hospital,2697
2,regional,SOC2,cardiology,2001,public,stanford_med,research_center,1892
3,regional,HIPAA_compliant,neurology,1987,public,mass_general,mobile_unit,1500
4,regional,HIPAA_compliant,pathology,1967,research_grant,ucla_health,edge_device,393
5,local,HIPAA_compliant,radiology,1984,private,mayo_clinic,tier1_hospital,450
6,national,ISO27001,oncology,2001,mixed,johns_hopkins,tier2_hospital,2415
7,national,SOC2,cardiology,1982,public,stanford_med,research_center,625
8,local,HIPAA_compliant,neurology,1980,mixed,mass_general,mobile_unit,2242
9,national,HIPAA_compliant,pathology,1974,mixed,ucla_health,edge_device,1561
10,national,SOC2,radiology,2016,private,mayo_clinic,tier1_hospital,547
11,national,ISO27001,oncology,1974,mixed,johns_hopkins,tier2_hospital,4748
12,local,HIPAA_compliant,cardiology,1988,mixed,stanford_med,research_center,4342
13,international,ISO27001,neurology,2018,private,mass_general,mobile_unit,4555
14,international,ISO27001,pathology,2001,research_grant,ucla_health,edge_device,1263
