edge,weight
0-1,1984.26
0-2,935.67
0-3,482.06
0-4,1030.15
0-5,4821.24
0-6,1907.15
0-7,995.65
0-8,5807.74
0-9,83.53
1-2,4327.61
1-3,1981.85
1-4,5593.8
1-5,501.36
1-6,542.17
1-7,511.09
1-8,1894.59
1-9,2275.93
2-3,5280.23
2-4,5465.29
2-5,1053.15
2-6,2305.63
2-7,556.69
2-8,83.71
2-9,1032.31
3-4,1104.97
3-5,1143.84
3-6,538.9
3-7,1873.7
3-8,838.47
3-9,442.84
4-5,110.34
4-6,1093.87
4-7,4149.95
4-8,845.44
4-9,1030.59
5-6,560.61
5-7,4898.7
5-8,115.72
5-9,1676.26
6-7,80.06
6-8,1886.98
6-9,590.82
7-8,947.48
7-9,1969.53
8-9,80.27
