node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,4,128,tier1_hospital,0.97,standard,20000
1,clinic_001,1000,tier_2,32,GDPR,4,128,tier2_hospital,0.964,critical,20000
2,research_center_002,5000,tier_3,128,PIPEDA,16,256,research_center,0.984,high,50000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,16,mobile_unit,0.782,high,2000
4,edge_device_004,500,tier_2,2,local,0,32,edge_device,0.78,high,500
5,hospital_005,5000,tier_1,32,HIPAA,4,128,tier1_hospital,0.957,critical,20000
6,clinic_006,2000,tier_2,16,GDPR,2,256,tier2_hospital,0.941,standard,5000
7,research_center_007,5000,tier_3,128,GDPR,16,512,research_center,0.993,standard,20000
8,mobile_unit_008,1000,tier_1,8,local,2,32,mobile_unit,0.839,high,2000
9,edge_device_009,500,tier_2,2,local,0,32,edge_device,0.756,standard,500
10,hospital_010,2000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.989,critical,10000
11,clinic_011,5000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.941,high,10000
12,research_center_012,10000,tier_3,256,local,8,1024,research_center,0.985,standard,20000
13,mobile_unit_013,1000,tier_1,4,local,1,16,mobile_unit,0.894,critical,1000
14,edge_device_014,50,tier_2,2,HIPAA,0,8,edge_device,0.894,critical,500
