node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.951,standard,20000
1,clinic_001,5000,tier_2,16,local,2,256,tier2_hospital,0.978,standard,20000
2,research_center_002,10000,tier_3,64,PIPEDA,8,1024,research_center,0.994,standard,50000
3,mobile_unit_003,1000,tier_1,8,local,2,64,mobile_unit,0.889,high,1000
4,edge_device_004,500,tier_2,8,HIPAA,0,16,edge_device,0.731,standard,2000
5,hospital_005,5000,tier_1,128,HIPAA,4,512,tier1_hospital,0.976,critical,10000
6,clinic_006,2000,tier_2,64,local,4,64,tier2_hospital,0.904,standard,10000
7,research_center_007,10000,tier_3,128,HIPAA,8,1024,research_center,0.989,high,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,2,32,mobile_unit,0.79,high,2000
9,edge_device_009,500,tier_2,4,GDPR,0,32,edge_device,0.749,critical,1000
