node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,4,256,tier1_hospital,0.968,standard,10000
1,clinic_001,1000,tier_2,64,GDPR,2,64,tier2_hospital,0.929,standard,20000
2,research_center_002,10000,tier_3,128,PIPEDA,16,1024,research_center,0.999,standard,50000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,16,mobile_unit,0.768,high,2000
4,edge_device_004,500,tier_2,4,PIPEDA,0,32,edge_device,0.724,standard,500
5,hospital_005,2000,tier_1,32,GDPR,4,128,tier1_hospital,0.987,critical,50000
6,clinic_006,2000,tier_2,32,GDPR,8,256,tier2_hospital,0.952,standard,20000
7,research_center_007,10000,tier_3,256,GDPR,32,1024,research_center,0.983,standard,50000
8,mobile_unit_008,500,tier_1,8,PIPEDA,1,16,mobile_unit,0.857,standard,5000
9,edge_device_009,50,tier_2,4,GDPR,0,16,edge_device,0.79,standard,1000
10,hospital_010,10000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.971,critical,50000
11,clinic_011,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.95,high,20000
12,research_center_012,20000,tier_3,64,PIPEDA,8,512,research_center,0.982,standard,50000
13,mobile_unit_013,100,tier_1,8,GDPR,1,16,mobile_unit,0.866,critical,1000
14,edge_device_014,100,tier_2,8,HIPAA,1,16,edge_device,0.726,critical,2000
