node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,8,512,tier1_hospital,0.975,standard,20000
1,clinic_001,5000,tier_2,16,local,8,64,tier2_hospital,0.909,critical,20000
2,research_center_002,5000,tier_3,64,local,8,1024,research_center,0.983,high,100000
3,mobile_unit_003,100,tier_1,16,PIPEDA,2,64,mobile_unit,0.764,critical,5000
4,edge_device_004,50,tier_2,2,GDPR,0,32,edge_device,0.733,high,1000
5,hospital_005,10000,tier_1,64,local,4,256,tier1_hospital,0.988,critical,10000
6,clinic_006,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.908,standard,10000
7,research_center_007,5000,tier_3,64,local,32,256,research_center,0.995,high,50000
8,mobile_unit_008,500,tier_1,8,GDPR,2,32,mobile_unit,0.882,high,2000
9,edge_device_009,50,tier_2,2,HIPAA,1,32,edge_device,0.849,critical,500
