edge,weight
0-1,103.2
0-2,1005.51
0-3,2298.14
0-4,5731.77
0-5,4753.66
0-6,1183.49
0-7,88.67
0-8,441.59
0-9,2096.2
1-2,1088.48
1-3,570.63
1-4,100.35
1-5,511.01
1-6,109.34
1-7,91.99
1-8,2110.7
1-9,550.04
2-3,111.15
2-4,111.68
2-5,87.4
2-6,5418.14
2-7,4412.48
2-8,933.42
2-9,589.94
3-4,4457.82
3-5,82.9
3-6,106.81
3-7,1645.36
3-8,4177.88
3-9,2093.39
4-5,110.18
4-6,910.02
4-7,1054.73
4-8,5202.03
4-9,4813.58
5-6,1144.94
5-7,1642.46
5-8,516.82
5-9,113.64
6-7,527.83
6-8,91.8
6-9,5388.15
7-8,587.96
7-9,113.81
8-9,869.96
