node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.988,critical,10000
1,clinic_001,5000,tier_2,16,local,2,128,tier2_hospital,0.926,critical,5000
2,research_center_002,20000,tier_3,256,local,16,512,research_center,0.994,critical,20000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,64,mobile_unit,0.893,standard,5000
4,edge_device_004,100,tier_2,8,PIPEDA,1,32,edge_device,0.786,high,2000
5,hospital_005,2000,tier_1,64,GDPR,4,256,tier1_hospital,0.986,high,50000
6,clinic_006,5000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.908,high,10000
7,research_center_007,20000,tier_3,256,HIPAA,32,512,research_center,0.999,high,20000
8,mobile_unit_008,1000,tier_1,8,GDPR,2,32,mobile_unit,0.782,high,2000
9,edge_device_009,500,tier_2,8,HIPAA,1,32,edge_device,0.7,standard,500
