param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,1,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,2,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,3,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,4,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,5,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,6,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,7,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,8,1749438651.1630077,parameter_transfer
"{'norm': 3.2769734859466553, 'mean': 0.006000428926199675, 'std': 0.19300426542758942}",1,0,9,1749438651.1630077,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,0,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,2,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,3,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,4,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,5,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,6,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,7,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,8,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,1,9,1749438651.1630778,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,2,0,1749438651.1631153,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,2,1,1749438651.1631153,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,2,3,1749438651.1631153,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,2,4,1749438651.1631153,parameter_transfer
"{'norm': 3.2775802612304688, 'mean': 0.0056933071464300156, 'std': 0.1930493414402008}",1,2,5,1749438651.1631153,parameter_transfer
