node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.993,critical,50000
1,clinic_001,2000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.98,high,20000
2,research_center_002,10000,tier_3,128,GDPR,8,256,research_center,0.987,standard,100000
3,mobile_unit_003,1000,tier_1,4,GDPR,2,16,mobile_unit,0.795,high,2000
4,edge_device_004,500,tier_2,2,GDPR,0,32,edge_device,0.878,standard,2000
5,hospital_005,2000,tier_1,128,GDPR,8,512,tier1_hospital,0.982,critical,50000
6,clinic_006,1000,tier_2,16,GDPR,4,128,tier2_hospital,0.95,critical,5000
7,research_center_007,5000,tier_3,256,HIPAA,32,512,research_center,0.997,standard,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,1,32,mobile_unit,0.781,high,5000
9,edge_device_009,50,tier_2,2,GDPR,1,16,edge_device,0.751,critical,1000
