node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,4,128,tier1_hospital,0.98,standard,10000
1,clinic_001,2000,tier_2,64,local,2,128,tier2_hospital,0.939,high,20000
2,research_center_002,10000,tier_3,64,PIPEDA,16,512,research_center,0.985,high,50000
3,mobile_unit_003,500,tier_1,8,local,1,32,mobile_unit,0.869,high,2000
4,edge_device_004,100,tier_2,2,local,1,32,edge_device,0.883,high,1000
5,hospital_005,5000,tier_1,32,HIPAA,16,128,tier1_hospital,0.964,standard,50000
6,clinic_006,1000,tier_2,64,local,4,256,tier2_hospital,0.91,critical,10000
7,research_center_007,5000,tier_3,256,local,16,512,research_center,0.982,high,20000
8,mobile_unit_008,500,tier_1,4,local,2,64,mobile_unit,0.803,standard,5000
9,edge_device_009,50,tier_2,4,GDPR,0,8,edge_device,0.835,standard,2000
