edge,weight
0-1,85.04
0-2,476.86
0-3,5116.32
0-4,4792.41
0-5,2389.14
0-6,494.6
0-7,4683.56
0-8,1080.75
0-9,576.73
0-10,89.69
0-11,92.25
0-12,424.1
0-13,1858.54
0-14,1750.52
1-2,901.02
1-3,474.28
1-4,2167.32
1-5,953.03
1-6,924.73
1-7,1079.85
1-8,1038.85
1-9,954.34
1-10,5524.86
1-11,1729.67
1-12,4052.76
1-13,113.55
1-14,2224.95
2-3,5998.66
2-4,101.48
2-5,1054.94
2-6,1110.23
2-7,574.77
2-8,2160.7
2-9,2341.97
2-10,459.48
2-11,1150.36
2-12,1047.9
2-13,2138.28
2-14,96.83
3-4,433.14
3-5,5683.24
3-6,5574.18
3-7,401.93
3-8,583.15
3-9,5835.87
3-10,91.37
3-11,5518.7
3-12,89.63
3-13,924.37
3-14,809.04
4-5,486.87
4-6,101.09
4-7,597.85
4-8,914.63
4-9,1125.67
4-10,97.12
4-11,4476.65
4-12,418.96
4-13,5442.04
4-14,1154.72
5-6,2280.8
5-7,2228.59
5-8,5953.09
5-9,94.06
5-10,431.09
5-11,4398.92
5-12,4601.4
5-13,84.03
5-14,103.15
6-7,2044.3
6-8,507.91
6-9,860.13
6-10,992.4
6-11,1978.85
6-12,101.97
6-13,5900.79
6-14,1174.31
7-8,963.93
7-9,5081.48
7-10,508.75
7-11,419.78
7-12,525.6
7-13,88.21
7-14,578.91
8-9,2383.33
8-10,98.84
8-11,583.45
8-12,2137.79
8-13,114.65
8-14,5263.79
9-10,112.84
9-11,477.92
9-12,112.18
9-13,5520.34
9-14,1048.31
10-11,496.17
10-12,5468.19
10-13,1130.24
10-14,4278.25
11-12,461.58
11-13,2145.08
11-14,4887.7
12-13,568.02
12-14,2132.37
13-14,534.18
