node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,1964,research_grant,mayo_clinic,tier1_hospital,2744
1,international,HIPAA_compliant,oncology,2010,private,johns_hopkins,tier2_hospital,4866
2,international,ISO27001,cardiology,1998,research_grant,stanford_med,research_center,1471
3,regional,FedRAMP,neurology,1954,mixed,mass_general,mobile_unit,2338
4,national,ISO27001,pathology,1997,mixed,ucla_health,edge_device,872
5,regional,HIPAA_compliant,radiology,2018,research_grant,mayo_clinic,tier1_hospital,4883
6,international,FedRAMP,oncology,2006,mixed,johns_hopkins,tier2_hospital,3561
7,local,SOC2,cardiology,1983,private,stanford_med,research_center,4971
8,regional,SOC2,neurology,1998,research_grant,mass_general,mobile_unit,1611
9,local,ISO27001,pathology,1995,mixed,ucla_health,edge_device,1174
10,national,SOC2,radiology,1950,research_grant,mayo_clinic,tier1_hospital,2537
11,international,FedRAMP,oncology,1997,public,johns_hopkins,tier2_hospital,974
12,local,ISO27001,cardiology,1988,private,stanford_med,research_center,699
13,regional,SOC2,neurology,1950,public,mass_general,mobile_unit,2855
14,regional,ISO27001,pathology,2015,public,ucla_health,edge_device,558
