node_id,latitude,longitude
0,44.06157,-92.440818
1,39.253395,-76.647975
2,37.410894,-122.123475
3,42.366312,-71.023508
4,34.10041,-118.268557
5,51.468965,-0.17682
6,48.879863,2.375618
7,35.708561,139.641843
8,1.374602,103.779421
9,-33.830171,151.209024
10,43.993966,-92.472146
11,39.337233,-76.661531
12,37.397608,-122.164474
13,42.341854,-71.045473
14,34.007553,-118.211933
15,51.515196,-0.154652
16,48.904435,2.379149
17,35.644736,139.650396
18,1.339989,103.801116
19,-33.890175,151.223728
