node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,4,128,tier1_hospital,0.989,high,20000
1,clinic_001,5000,tier_2,32,local,4,256,tier2_hospital,0.957,standard,20000
2,research_center_002,10000,tier_3,64,PIPEDA,16,512,research_center,0.994,standard,20000
3,mobile_unit_003,100,tier_1,8,GDPR,2,16,mobile_unit,0.832,high,5000
4,edge_device_004,50,tier_2,4,local,1,16,edge_device,0.884,critical,500
5,hospital_005,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.962,critical,20000
6,clinic_006,5000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.967,standard,20000
7,research_center_007,20000,tier_3,64,PIPEDA,16,256,research_center,0.994,standard,50000
8,mobile_unit_008,1000,tier_1,16,HIPAA,2,64,mobile_unit,0.846,critical,1000
9,edge_device_009,500,tier_2,2,HIPAA,0,16,edge_device,0.708,critical,2000
10,hospital_010,10000,tier_1,32,GDPR,8,256,tier1_hospital,0.968,critical,20000
11,clinic_011,2000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.958,high,20000
12,research_center_012,20000,tier_3,64,GDPR,32,1024,research_center,0.985,critical,100000
13,mobile_unit_013,500,tier_1,16,PIPEDA,1,32,mobile_unit,0.782,high,5000
14,edge_device_014,50,tier_2,4,HIPAA,0,16,edge_device,0.79,high,1000
15,hospital_015,2000,tier_1,32,local,8,256,tier1_hospital,0.954,critical,50000
16,clinic_016,5000,tier_2,32,HIPAA,2,64,tier2_hospital,0.931,critical,5000
17,research_center_017,5000,tier_3,128,GDPR,32,256,research_center,0.997,high,50000
18,mobile_unit_018,100,tier_1,4,GDPR,1,16,mobile_unit,0.764,critical,5000
19,edge_device_019,50,tier_2,4,PIPEDA,0,8,edge_device,0.793,critical,1000
