node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,SOC2,radiology,1971,private,mayo_clinic,tier1_hospital,4157
1,international,FedRAMP,oncology,1980,public,johns_hopkins,tier2_hospital,1413
2,regional,ISO27001,cardiology,2013,public,stanford_med,research_center,1554
3,local,SOC2,neurology,2013,private,mass_general,mobile_unit,1609
4,national,FedRAMP,pathology,1956,private,ucla_health,edge_device,3071
5,national,FedRAMP,radiology,1955,mixed,mayo_clinic,tier1_hospital,2168
6,international,FedRAMP,oncology,2002,mixed,johns_hopkins,tier2_hospital,3290
7,international,ISO27001,cardiology,1964,mixed,stanford_med,research_center,920
8,national,FedRAMP,neurology,2000,private,mass_general,mobile_unit,442
9,international,ISO27001,pathology,1979,mixed,ucla_health,edge_device,1132
10,national,ISO27001,radiology,1995,private,mayo_clinic,tier1_hospital,1765
11,national,HIPAA_compliant,oncology,1966,research_grant,johns_hopkins,tier2_hospital,1542
12,regional,FedRAMP,cardiology,1984,public,stanford_med,research_center,421
13,regional,FedRAMP,neurology,1987,research_grant,mass_general,mobile_unit,3344
14,international,FedRAMP,pathology,1995,mixed,ucla_health,edge_device,4834
