node_id,latitude,longitude
0,44.014031,-92.473497
1,39.275799,-76.649843
2,37.407138,-122.11982
3,42.39604,-71.032535
4,34.038192,-118.274038
5,51.535743,-0.167856
6,48.884299,2.340674
7,35.66352,139.660447
8,1.362389,103.859901
9,-33.834868,151.185198
10,43.992741,-92.48608
11,39.250031,-76.603389
12,37.483369,-122.178559
13,42.364168,-71.064425
14,34.003764,-118.266108
15,51.466582,-0.168811
16,48.87069,2.356446
17,35.715137,139.666623
18,1.340598,103.783973
19,-33.902402,151.21958
