node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.977,high,20000
1,clinic_001,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.915,standard,5000
2,research_center_002,10000,tier_3,128,HIPAA,8,512,research_center,0.989,standard,100000
3,mobile_unit_003,100,tier_1,8,local,2,32,mobile_unit,0.826,critical,2000
4,edge_device_004,100,tier_2,2,PIPEDA,1,8,edge_device,0.77,critical,500
5,hospital_005,2000,tier_1,64,HIPAA,4,128,tier1_hospital,0.968,standard,20000
6,clinic_006,1000,tier_2,64,HIPAA,8,64,tier2_hospital,0.92,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,8,512,research_center,0.994,standard,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,1,64,mobile_unit,0.883,standard,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,32,edge_device,0.806,critical,1000
10,hospital_010,2000,tier_1,32,HIPAA,4,128,tier1_hospital,0.964,high,10000
11,clinic_011,1000,tier_2,32,local,8,128,tier2_hospital,0.972,high,5000
12,research_center_012,5000,tier_3,256,HIPAA,32,1024,research_center,0.986,high,20000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,16,mobile_unit,0.778,standard,2000
14,edge_device_014,50,tier_2,2,PIPEDA,1,32,edge_device,0.757,high,1000
15,hospital_015,5000,tier_1,32,HIPAA,8,256,tier1_hospital,0.975,critical,50000
16,clinic_016,1000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.973,high,20000
17,research_center_017,20000,tier_3,64,PIPEDA,16,1024,research_center,0.992,standard,20000
18,mobile_unit_018,500,tier_1,16,HIPAA,1,64,mobile_unit,0.827,critical,1000
19,edge_device_019,500,tier_2,2,GDPR,1,8,edge_device,0.805,critical,2000
