node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.017942,-92.453399,north_america,America/Chicago
1,Baltimore,USA,39.261981,-76.636216,europe,America/New_York
2,Palo Alto,USA,37.396254,-122.154886,asia_pacific,America/Los_Angeles
3,Boston,USA,42.384093,-71.026825,south_america,America/New_York
4,Los Angeles,USA,34.016207,-118.25099,africa,America/Los_Angeles
5,London,UK,51.526931,-0.168432,north_america,Europe/London
6,Paris,France,48.83838,2.378319,europe,Europe/Paris
7,Tokyo,Japan,35.655942,139.677707,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.330358,103.824286,south_america,Asia/Singapore
9,Sydney,Australia,-33.912048,151.220482,africa,Australia/Sydney
10,Rochester,USA,44.040062,-92.518088,north_america,America/Chicago
11,Baltimore,USA,39.290831,-76.602442,europe,America/New_York
12,Palo Alto,USA,37.480894,-122.120637,asia_pacific,America/Los_Angeles
13,Boston,USA,42.402193,-71.042766,south_america,America/New_York
14,Los Angeles,USA,34.055188,-118.239576,africa,America/Los_Angeles
