edge,weight
0-1,101.1
0-2,90.32
0-3,579.65
0-4,2047.12
0-5,1015.09
0-6,2337.13
0-7,944.42
0-8,1831.81
0-9,5420.82
1-2,2139.81
1-3,2143.47
1-4,2244.65
1-5,2304.19
1-6,1985.77
1-7,1857.69
1-8,851.33
1-9,551.54
2-3,5172.28
2-4,536.77
2-5,529.2
2-6,842.66
2-7,118.91
2-8,571.25
2-9,1160.83
3-4,5086.32
3-5,1772.8
3-6,447.68
3-7,1648.81
3-8,599.33
3-9,1190.29
4-5,1021.78
4-6,4271.55
4-7,433.31
4-8,4787.13
4-9,1917.6
5-6,521.36
5-7,1630.7
5-8,1824.59
5-9,1856.34
6-7,2165.75
6-8,4429.57
6-9,1074.72
7-8,866.83
7-9,4372.5
8-9,97.29
