node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,SOC2,radiology,1954,private,mayo_clinic,tier1_hospital,3541
1,regional,HIPAA_compliant,oncology,1991,public,johns_hopkins,tier2_hospital,3080
2,national,FedRAMP,cardiology,1997,public,stanford_med,research_center,1762
3,regional,ISO27001,neurology,1950,mixed,mass_general,mobile_unit,1565
4,national,ISO27001,pathology,1985,mixed,ucla_health,edge_device,4429
5,local,SOC2,radiology,2015,private,mayo_clinic,tier1_hospital,4490
6,international,SOC2,oncology,1966,private,johns_hopkins,tier2_hospital,4707
7,local,SOC2,cardiology,1969,research_grant,stanford_med,research_center,929
8,national,ISO27001,neurology,1954,mixed,mass_general,mobile_unit,4095
9,international,HIPAA_compliant,pathology,1973,public,ucla_health,edge_device,3436
10,local,FedRAMP,radiology,1993,public,mayo_clinic,tier1_hospital,4894
11,local,HIPAA_compliant,oncology,1979,research_grant,johns_hopkins,tier2_hospital,1615
12,regional,SOC2,cardiology,1984,private,stanford_med,research_center,1482
13,national,ISO27001,neurology,1977,public,mass_general,mobile_unit,3751
14,regional,ISO27001,pathology,2005,mixed,ucla_health,edge_device,1407
