node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,128,tier1_hospital,0.964,high,50000
1,clinic_001,1000,tier_2,64,local,8,64,tier2_hospital,0.972,critical,10000
2,research_center_002,20000,tier_3,128,HIPAA,8,1024,research_center,0.992,high,100000
3,mobile_unit_003,1000,tier_1,8,GDPR,2,16,mobile_unit,0.798,high,2000
4,edge_device_004,500,tier_2,2,PIPEDA,0,16,edge_device,0.856,critical,1000
5,hospital_005,5000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.979,high,20000
6,clinic_006,1000,tier_2,32,local,2,128,tier2_hospital,0.923,critical,10000
7,research_center_007,10000,tier_3,256,GDPR,8,512,research_center,0.993,standard,50000
8,mobile_unit_008,1000,tier_1,16,GDPR,1,32,mobile_unit,0.789,critical,5000
9,edge_device_009,500,tier_2,4,local,1,8,edge_device,0.851,standard,1000
10,hospital_010,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.97,high,10000
11,clinic_011,1000,tier_2,16,HIPAA,4,128,tier2_hospital,0.913,critical,20000
12,research_center_012,20000,tier_3,256,GDPR,16,512,research_center,0.993,standard,50000
13,mobile_unit_013,100,tier_1,4,PIPEDA,2,32,mobile_unit,0.783,standard,5000
14,edge_device_014,100,tier_2,8,local,0,8,edge_device,0.867,critical,1000
