node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.961,high,10000
1,clinic_001,2000,tier_2,64,HIPAA,2,64,tier2_hospital,0.923,high,20000
2,research_center_002,5000,tier_3,128,local,32,1024,research_center,0.98,high,100000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.814,high,2000
4,edge_device_004,50,tier_2,8,GDPR,1,16,edge_device,0.798,high,500
5,hospital_005,2000,tier_1,128,local,8,128,tier1_hospital,0.976,standard,50000
6,clinic_006,2000,tier_2,32,HIPAA,2,64,tier2_hospital,0.922,standard,5000
7,research_center_007,5000,tier_3,128,HIPAA,8,1024,research_center,0.999,high,20000
8,mobile_unit_008,500,tier_1,16,GDPR,2,64,mobile_unit,0.881,critical,1000
9,edge_device_009,50,tier_2,2,GDPR,1,8,edge_device,0.774,standard,1000
10,hospital_010,2000,tier_1,64,HIPAA,8,128,tier1_hospital,0.977,high,10000
11,clinic_011,1000,tier_2,16,GDPR,4,128,tier2_hospital,0.971,standard,10000
12,research_center_012,20000,tier_3,128,PIPEDA,32,256,research_center,0.986,critical,100000
13,mobile_unit_013,1000,tier_1,16,HIPAA,1,16,mobile_unit,0.826,high,2000
14,edge_device_014,100,tier_2,2,PIPEDA,0,8,edge_device,0.893,high,1000
15,hospital_015,2000,tier_1,128,local,8,512,tier1_hospital,0.954,critical,20000
16,clinic_016,1000,tier_2,32,GDPR,2,256,tier2_hospital,0.91,high,5000
17,research_center_017,10000,tier_3,128,local,8,256,research_center,0.999,high,50000
18,mobile_unit_018,100,tier_1,16,HIPAA,1,16,mobile_unit,0.838,standard,5000
19,edge_device_019,50,tier_2,8,HIPAA,1,16,edge_device,0.837,high,500
20,hospital_020,10000,tier_1,128,GDPR,16,256,tier1_hospital,0.988,high,20000
21,clinic_021,1000,tier_2,32,HIPAA,4,256,tier2_hospital,0.902,high,10000
22,research_center_022,5000,tier_3,256,PIPEDA,16,1024,research_center,0.992,critical,20000
23,mobile_unit_023,500,tier_1,16,local,1,32,mobile_unit,0.784,high,2000
24,edge_device_024,500,tier_2,8,HIPAA,1,8,edge_device,0.824,high,1000
