node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.059627,-92.447822,north_america,America/Chicago
1,Baltimore,USA,39.314456,-76.570306,europe,America/New_York
2,Palo Alto,USA,37.464191,-122.161031,asia_pacific,America/Los_Angeles
3,Boston,USA,42.381276,-71.105337,south_america,America/New_York
4,Los Angeles,USA,34.099583,-118.207926,africa,America/Los_Angeles
5,London,UK,51.532192,-0.078705,north_america,Europe/London
6,Paris,France,48.822554,2.318867,europe,Europe/Paris
7,Tokyo,Japan,35.676779,139.691654,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.371102,103.833676,south_america,Asia/Singapore
9,Sydney,Australia,-33.897505,151.183543,africa,Australia/Sydney
