node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.976,high,10000
1,clinic_001,2000,tier_2,32,GDPR,2,128,tier2_hospital,0.961,standard,10000
2,research_center_002,20000,tier_3,64,local,32,1024,research_center,0.991,standard,50000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.795,high,2000
4,edge_device_004,50,tier_2,8,GDPR,1,16,edge_device,0.889,high,1000
5,hospital_005,5000,tier_1,64,GDPR,4,256,tier1_hospital,0.994,high,20000
6,clinic_006,5000,tier_2,32,HIPAA,4,256,tier2_hospital,0.919,critical,5000
7,research_center_007,20000,tier_3,64,PIPEDA,32,1024,research_center,0.981,high,50000
8,mobile_unit_008,1000,tier_1,16,GDPR,1,16,mobile_unit,0.79,standard,1000
9,edge_device_009,100,tier_2,2,local,0,8,edge_device,0.889,high,2000
