timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753362208.2747247,1,5,"[2, 4]",2,0.4,0.4,"{2: 1.0, 4: 1.0}",,,
1753362225.147764,2,5,"[4, 3]",2,0.4,0.4,"{4: 1.0, 3: 1.0}",,,
1753362245.4149094,3,5,"[2, 4]",2,0.4,0.4,"{2: 1.0, 4: 1.0}",,,
1753362250.2737381,4,5,"[4, 3]",2,0.4,0.4,"{4: 1.0, 3: 1.0}",,,
1753362256.5286956,5,5,"[4, 2]",2,0.4,0.4,"{4: 1.0, 2: 1.0}",,,
1753362261.109909,6,5,"[0, 1]",2,0.4,0.4,"{0: 1.0, 1: 1.0}",,,
1753362285.0467472,7,5,"[3, 4]",2,0.4,0.4,"{3: 1.0, 4: 1.0}",,,
1753362291.4928079,8,5,"[1, 2]",2,0.4,0.4,"{1: 1.0, 2: 1.0}",,,
1753362297.6679187,9,5,"[2, 1]",2,0.4,0.4,"{2: 1.0, 1: 1.0}",,,
1753362303.693321,10,5,"[3, 4]",2,0.4,0.4,"{3: 1.0, 4: 1.0}",,,
