accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,2430.0,,,,,,,,NetworkStructureEvent,,,1.0,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753362205.3211615,complete,,,,,202,,10,,31,528,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753362205.3215451,complete,,,,,,,,,,,
0.0929,,,,,,,,,,,,,EvaluationEvent,2.393860746765137,"{'loss': 2.393860746765137, 'accuracy': 0.0929}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753362208.274359,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753362208.2745523,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{2: 1.0, 4: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,1,"[2, 4]",,,,,resource_sampling,,,,,,1753362208.2747247,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,15.8230562210083,1753362224.0976853,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{0: {'norm': 3.267270803451538, 'mean': 0.012730174697935581, 'std': 0.19210444390773773}}",,,,1,,,,,0,parameter_transfer,,"1,2,3,4",,,,1753362224.1679857,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{1: {'norm': 3.267270803451538, 'mean': 0.012730174697935581, 'std': 0.19210444390773773}}",,,,1,,,,,1,parameter_transfer,,"0,2,3,4",,,,1753362224.1681142,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{2: {'norm': 3.3846328258514404, 'mean': 0.014680249616503716, 'std': 0.19890038669109344}}",,,,1,,,,,2,parameter_transfer,,"0,1,3,4",,,,1753362224.168171,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{3: {'norm': 3.267270803451538, 'mean': 0.012730174697935581, 'std': 0.19210444390773773}}",,,,1,,,,,3,parameter_transfer,,"0,1,2,4",,,,1753362224.1682103,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{4: {'norm': 3.2836692333221436, 'mean': 0.013719429261982441, 'std': 0.19300507009029388}}",,,,1,,,,,4,parameter_transfer,,"0,1,2,3",,,,1753362224.1682456,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753362224.1682885,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"1,0,2,3,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753362224.1683123,,,,,,,,,,,,
