activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749426842.5857797,1
aggregation,,False,,,1,GossipAvg,1749426858.9062705,
aggregation,,False,,,1,GossipAvg,1749426858.9062915,
aggregation,,False,,,1,GossipAvg,1749426858.9063048,
aggregation,,False,,,1,GossipAvg,1749426858.9063175,
aggregation,,False,,,1,GossipAvg,1749426858.9063296,
aggregation,,False,,,1,GossipAvg,1749426858.906343,
aggregation,,True,,,1,GossipAvg,1749426858.9063969,
aggregation,,False,,,1,GossipAvg,1749426858.9064095,
aggregation,,False,,,1,GossipAvg,1749426858.906422,
aggregation,,False,,,1,GossipAvg,1749426858.9064326,
model_update,,,,2.3124861014712246,1,,1749426868.1418035,
local_training,,,{},,2,,1749426868.6487737,1
aggregation,,False,,,2,GossipAvg,1749426876.9133003,
aggregation,,False,,,2,GossipAvg,1749426876.913316,
aggregation,,False,,,2,GossipAvg,1749426876.9133284,
aggregation,,False,,,2,GossipAvg,1749426876.9133394,
aggregation,,False,,,2,GossipAvg,1749426876.9133508,
aggregation,,False,,,2,GossipAvg,1749426876.913362,
aggregation,,True,,,2,GossipAvg,1749426876.9133723,
aggregation,,False,,,2,GossipAvg,1749426876.9133818,
aggregation,,False,,,2,GossipAvg,1749426876.9133923,
aggregation,,False,,,2,GossipAvg,1749426876.9134028,
model_update,,,,2.620453666862012,2,,1749426883.2951987,
local_training,,,{},,3,,1749426883.799178,1
aggregation,,False,,,3,GossipAvg,1749426892.0577195,
aggregation,,False,,,3,GossipAvg,1749426892.0577366,
aggregation,,False,,,3,GossipAvg,1749426892.0578516,
aggregation,,False,,,3,GossipAvg,1749426892.057863,
aggregation,,False,,,3,GossipAvg,1749426892.0578737,
aggregation,,False,,,3,GossipAvg,1749426892.0578854,
aggregation,,True,,,3,GossipAvg,1749426892.0578964,
aggregation,,False,,,3,GossipAvg,1749426892.0579062,
aggregation,,False,,,3,GossipAvg,1749426892.057922,
aggregation,,False,,,3,GossipAvg,1749426892.0579321,
model_update,,,,2.622796154168229,3,,1749426898.6261647,
