edge,weight
0-1,854.04
0-2,2039.51
0-3,594.0
0-4,1806.31
0-5,535.24
0-6,4628.02
0-7,1081.55
0-8,4780.63
0-9,1972.7
1-2,964.19
1-3,497.39
1-4,460.09
1-5,107.78
1-6,2397.87
1-7,570.08
1-8,1138.36
1-9,93.39
2-3,1934.03
2-4,912.98
2-5,1984.15
2-6,459.48
2-7,572.58
2-8,4320.46
2-9,1089.81
3-4,2061.07
3-5,1669.46
3-6,1808.04
3-7,2095.92
3-8,1160.16
3-9,1086.45
4-5,118.16
4-6,1711.02
4-7,1734.29
4-8,2321.61
4-9,105.1
5-6,800.74
5-7,4862.58
5-8,432.33
5-9,81.98
6-7,4830.82
6-8,1097.91
6-9,5780.35
7-8,1007.4
7-9,103.21
8-9,96.38
