node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1983,private,mayo_clinic,tier1_hospital,4682
1,international,HIPAA_compliant,oncology,2006,mixed,johns_hopkins,tier2_hospital,505
2,regional,FedRAMP,cardiology,1976,private,stanford_med,research_center,66
3,regional,ISO27001,neurology,1950,public,mass_general,mobile_unit,2275
4,national,SOC2,pathology,1973,mixed,ucla_health,edge_device,4060
5,local,ISO27001,radiology,2008,public,mayo_clinic,tier1_hospital,711
6,regional,HIPAA_compliant,oncology,1951,mixed,johns_hopkins,tier2_hospital,1912
7,local,FedRAMP,cardiology,1976,private,stanford_med,research_center,1213
8,local,SOC2,neurology,2012,private,mass_general,mobile_unit,2276
9,national,SOC2,pathology,1976,private,ucla_health,edge_device,310
