activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749443111.2343318,1
aggregation,,False,,,1,GossipAvg,1749443120.919228,
aggregation,,False,,,1,GossipAvg,1749443120.9192474,
aggregation,,False,,,1,GossipAvg,1749443120.9192595,
aggregation,,False,,,1,GossipAvg,1749443120.9192715,
aggregation,,False,,,1,GossipAvg,1749443120.9192872,
aggregation,,False,,,1,GossipAvg,1749443120.919299,
aggregation,,True,,,1,GossipAvg,1749443120.9193099,
aggregation,,False,,,1,GossipAvg,1749443120.9193208,
aggregation,,False,,,1,GossipAvg,1749443120.9193318,
aggregation,,False,,,1,GossipAvg,1749443120.919346,
model_update,,,,1.714871219692967,1,,1749443121.7072682,
local_training,,,{},,2,,1749443122.0333874,1
aggregation,,False,,,2,GossipAvg,1749443132.272523,
aggregation,,False,,,2,GossipAvg,1749443132.2725396,
aggregation,,False,,,2,GossipAvg,1749443132.2725508,
aggregation,,False,,,2,GossipAvg,1749443132.272561,
aggregation,,False,,,2,GossipAvg,1749443132.2726336,
aggregation,,False,,,2,GossipAvg,1749443132.272646,
aggregation,,True,,,2,GossipAvg,1749443132.2726572,
aggregation,,False,,,2,GossipAvg,1749443132.2726674,
aggregation,,False,,,2,GossipAvg,1749443132.272688,
aggregation,,False,,,2,GossipAvg,1749443132.2726982,
model_update,,,,1.7242187052954225,2,,1749443133.037934,
local_training,,,{},,3,,1749443133.3726995,1
aggregation,,False,,,3,GossipAvg,1749443143.0223465,
aggregation,,False,,,3,GossipAvg,1749443143.0223637,
aggregation,,False,,,3,GossipAvg,1749443143.022375,
aggregation,,False,,,3,GossipAvg,1749443143.0223856,
aggregation,,False,,,3,GossipAvg,1749443143.0223958,
aggregation,,False,,,3,GossipAvg,1749443143.0224638,
aggregation,,True,,,3,GossipAvg,1749443143.0224752,
aggregation,,False,,,3,GossipAvg,1749443143.0224862,
aggregation,,False,,,3,GossipAvg,1749443143.022499,
aggregation,,False,,,3,GossipAvg,1749443143.0225098,
model_update,,,,1.7533704767194294,3,,1749443143.80755,
