node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.992,critical,10000
1,clinic_001,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.923,standard,5000
2,research_center_002,5000,tier_3,64,local,32,1024,research_center,0.995,critical,20000
3,mobile_unit_003,500,tier_1,4,HIPAA,1,64,mobile_unit,0.817,high,5000
4,edge_device_004,100,tier_2,2,local,0,16,edge_device,0.864,standard,1000
5,hospital_005,5000,tier_1,32,GDPR,8,128,tier1_hospital,0.995,high,20000
6,clinic_006,1000,tier_2,16,GDPR,2,128,tier2_hospital,0.953,high,20000
7,research_center_007,5000,tier_3,128,HIPAA,8,1024,research_center,0.985,high,50000
8,mobile_unit_008,1000,tier_1,4,HIPAA,2,64,mobile_unit,0.786,critical,2000
9,edge_device_009,100,tier_2,4,local,1,32,edge_device,0.789,standard,1000
10,hospital_010,10000,tier_1,32,HIPAA,4,256,tier1_hospital,0.952,standard,20000
11,clinic_011,5000,tier_2,32,HIPAA,4,256,tier2_hospital,0.94,high,5000
12,research_center_012,5000,tier_3,256,HIPAA,8,512,research_center,0.984,critical,100000
13,mobile_unit_013,1000,tier_1,8,GDPR,2,16,mobile_unit,0.883,standard,5000
14,edge_device_014,50,tier_2,8,HIPAA,0,32,edge_device,0.742,standard,500
15,hospital_015,10000,tier_1,64,HIPAA,4,256,tier1_hospital,0.991,critical,50000
16,clinic_016,2000,tier_2,64,local,4,256,tier2_hospital,0.951,high,5000
17,research_center_017,5000,tier_3,128,GDPR,32,512,research_center,0.981,standard,100000
18,mobile_unit_018,500,tier_1,4,local,1,32,mobile_unit,0.893,critical,1000
19,edge_device_019,500,tier_2,2,GDPR,0,16,edge_device,0.706,high,2000
20,hospital_020,2000,tier_1,64,local,16,512,tier1_hospital,0.969,critical,50000
21,clinic_021,1000,tier_2,16,local,8,128,tier2_hospital,0.962,standard,5000
22,research_center_022,5000,tier_3,64,GDPR,32,1024,research_center,0.997,high,50000
23,mobile_unit_023,100,tier_1,16,GDPR,1,32,mobile_unit,0.799,standard,5000
24,edge_device_024,500,tier_2,4,HIPAA,0,16,edge_device,0.781,high,2000
25,hospital_025,10000,tier_1,32,HIPAA,4,512,tier1_hospital,0.977,critical,10000
26,clinic_026,5000,tier_2,32,local,2,64,tier2_hospital,0.901,critical,20000
27,research_center_027,5000,tier_3,64,PIPEDA,8,512,research_center,0.993,critical,50000
28,mobile_unit_028,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.818,standard,1000
29,edge_device_029,50,tier_2,2,local,0,16,edge_device,0.838,standard,1000
