edge,weight
0-1,5740.52
0-2,1705.55
0-3,5180.82
0-4,2313.93
0-5,2189.89
0-6,5349.99
0-7,108.43
0-8,883.12
0-9,1899.73
1-2,867.8
1-3,1732.87
1-4,1601.87
1-5,5849.24
1-6,936.25
1-7,2138.12
1-8,547.48
1-9,1648.86
2-3,5293.78
2-4,1681.27
2-5,565.4
2-6,585.52
2-7,4412.83
2-8,532.09
2-9,805.98
3-4,1099.87
3-5,114.84
3-6,1982.53
3-7,5809.95
3-8,929.13
3-9,2130.7
4-5,4947.2
4-6,2014.95
4-7,438.61
4-8,88.54
4-9,435.04
5-6,1078.39
5-7,2187.75
5-8,1165.78
5-9,552.64
6-7,4394.4
6-8,1866.82
6-9,110.79
7-8,1094.91
7-9,1983.31
8-9,1736.34
