node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,4,128,tier1_hospital,0.988,critical,20000
1,clinic_001,1000,tier_2,32,local,8,128,tier2_hospital,0.973,standard,20000
2,research_center_002,10000,tier_3,64,HIPAA,8,1024,research_center,0.99,high,20000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,32,mobile_unit,0.796,high,1000
4,edge_device_004,50,tier_2,8,local,1,32,edge_device,0.831,high,1000
5,hospital_005,2000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.961,critical,20000
6,clinic_006,5000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.934,high,10000
7,research_center_007,20000,tier_3,128,local,8,512,research_center,0.99,standard,50000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,64,mobile_unit,0.834,critical,1000
9,edge_device_009,50,tier_2,2,PIPEDA,1,16,edge_device,0.81,standard,500
