node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.975,critical,10000
1,clinic_001,2000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.977,standard,5000
2,research_center_002,5000,tier_3,128,HIPAA,32,512,research_center,0.987,standard,100000
3,mobile_unit_003,500,tier_1,4,local,1,16,mobile_unit,0.836,critical,2000
4,edge_device_004,50,tier_2,8,GDPR,1,16,edge_device,0.77,high,2000
5,hospital_005,10000,tier_1,128,GDPR,8,256,tier1_hospital,0.999,critical,50000
6,clinic_006,1000,tier_2,64,local,4,64,tier2_hospital,0.909,standard,20000
7,research_center_007,5000,tier_3,128,PIPEDA,8,256,research_center,0.993,critical,100000
8,mobile_unit_008,500,tier_1,8,local,1,32,mobile_unit,0.762,high,2000
9,edge_device_009,500,tier_2,4,HIPAA,0,32,edge_device,0.858,critical,500
