edge,weight
0-1,5090.64
0-2,513.67
0-3,1781.42
0-4,563.48
0-5,88.61
0-6,96.33
0-7,2211.98
0-8,85.08
0-9,1709.3
0-10,1823.4
0-11,80.33
0-12,91.92
0-13,509.01
0-14,85.57
1-2,115.03
1-3,901.06
1-4,433.52
1-5,4845.9
1-6,4065.84
1-7,5566.74
1-8,100.99
1-9,119.61
1-10,1803.36
1-11,1051.28
1-12,531.52
1-13,563.0
1-14,546.59
2-3,846.19
2-4,4486.65
2-5,1614.12
2-6,117.63
2-7,1971.25
2-8,2242.61
2-9,4477.24
2-10,565.05
2-11,84.16
2-12,441.24
2-13,1978.93
2-14,420.05
3-4,83.83
3-5,113.85
3-6,446.01
3-7,119.52
3-8,537.97
3-9,5515.66
3-10,580.7
3-11,2334.73
3-12,481.02
3-13,2209.29
3-14,1001.93
4-5,556.15
4-6,4433.26
4-7,1958.84
4-8,82.57
4-9,2392.9
4-10,1117.11
4-11,4435.76
4-12,2313.26
4-13,457.74
4-14,4836.14
5-6,1084.84
5-7,935.18
5-8,105.64
5-9,112.24
5-10,102.84
5-11,2238.56
5-12,101.65
5-13,4241.02
5-14,883.35
6-7,1938.64
6-8,579.33
6-9,4914.22
6-10,92.69
6-11,1731.13
6-12,992.88
6-13,4560.05
6-14,463.11
7-8,4463.4
7-9,98.38
7-10,470.8
7-11,85.21
7-12,1060.26
7-13,4298.19
7-14,5071.49
8-9,2143.16
8-10,1858.04
8-11,455.39
8-12,1032.36
8-13,1845.99
8-14,5444.13
9-10,5790.46
9-11,574.5
9-12,1629.34
9-13,5803.7
9-14,104.54
10-11,5204.76
10-12,5223.95
10-13,917.37
10-14,852.01
11-12,4451.17
11-13,5878.03
11-14,966.2
12-13,99.11
12-14,5407.89
13-14,4511.33
