node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,HIPAA_compliant,radiology,1966,private,mayo_clinic,tier1_hospital,4200
1,regional,SOC2,oncology,1972,mixed,johns_hopkins,tier2_hospital,3738
2,regional,FedRAMP,cardiology,1986,public,stanford_med,research_center,2838
3,national,HIPAA_compliant,neurology,2004,mixed,mass_general,mobile_unit,756
4,local,FedRAMP,pathology,1991,mixed,ucla_health,edge_device,4709
5,international,SOC2,radiology,2005,private,mayo_clinic,tier1_hospital,1335
6,regional,ISO27001,oncology,1989,research_grant,johns_hopkins,tier2_hospital,3496
7,regional,SOC2,cardiology,2010,mixed,stanford_med,research_center,4042
8,international,FedRAMP,neurology,2007,mixed,mass_general,mobile_unit,448
9,international,FedRAMP,pathology,1979,public,ucla_health,edge_device,4643
