node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,local,4,512,tier1_hospital,0.95,high,50000
1,clinic_001,1000,tier_2,16,local,2,256,tier2_hospital,0.944,standard,5000
2,research_center_002,10000,tier_3,64,local,32,512,research_center,0.998,standard,100000
3,mobile_unit_003,1000,tier_1,8,local,2,64,mobile_unit,0.834,high,5000
4,edge_device_004,50,tier_2,2,HIPAA,0,8,edge_device,0.783,standard,2000
5,hospital_005,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.963,standard,20000
6,clinic_006,2000,tier_2,64,HIPAA,4,64,tier2_hospital,0.927,standard,5000
7,research_center_007,10000,tier_3,256,PIPEDA,32,256,research_center,0.984,critical,50000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,16,mobile_unit,0.782,standard,2000
9,edge_device_009,100,tier_2,8,PIPEDA,0,32,edge_device,0.884,high,1000
