node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,ISO27001,Rochester,USA,radiology,2008,research_grant,mayo_clinic,tier1_hospital,north_america,1854,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,1996,public,johns_hopkins,tier2_hospital,europe,963,America/New_York
2,national,ISO27001,Palo Alto,USA,cardiology,1991,private,stanford_med,research_center,asia_pacific,2667,America/Los_Angeles
3,regional,HIPAA_compliant,Boston,USA,neurology,1972,public,mass_general,mobile_unit,south_america,634,America/New_York
4,national,HIPAA_compliant,Los Angeles,USA,pathology,1952,research_grant,ucla_health,edge_device,africa,2940,America/Los_Angeles
5,international,FedRAMP,London,UK,radiology,1981,private,mayo_clinic,tier1_hospital,north_america,2849,Europe/London
6,regional,ISO27001,Paris,France,oncology,2009,mixed,johns_hopkins,tier2_hospital,europe,2160,Europe/Paris
7,international,FedRAMP,Tokyo,Japan,cardiology,2015,mixed,stanford_med,research_center,asia_pacific,3123,Asia/Tokyo
8,international,SOC2,Singapore,Singapore,neurology,1953,research_grant,mass_general,mobile_unit,south_america,2358,Asia/Singapore
9,national,SOC2,Sydney,Australia,pathology,1965,public,ucla_health,edge_device,africa,243,Australia/Sydney
10,regional,SOC2,Rochester,USA,radiology,2020,mixed,mayo_clinic,tier1_hospital,north_america,4661,America/Chicago
11,international,ISO27001,Baltimore,USA,oncology,1969,research_grant,johns_hopkins,tier2_hospital,europe,2750,America/New_York
12,local,HIPAA_compliant,Palo Alto,USA,cardiology,1971,public,stanford_med,research_center,asia_pacific,3855,America/Los_Angeles
13,regional,ISO27001,Boston,USA,neurology,1978,public,mass_general,mobile_unit,south_america,2929,America/New_York
14,regional,SOC2,Los Angeles,USA,pathology,1970,private,ucla_health,edge_device,africa,1894,America/Los_Angeles
15,international,SOC2,London,UK,radiology,1972,private,mayo_clinic,tier1_hospital,north_america,2107,Europe/London
16,local,SOC2,Paris,France,oncology,1953,public,johns_hopkins,tier2_hospital,europe,1122,Europe/Paris
17,national,ISO27001,Tokyo,Japan,cardiology,1968,public,stanford_med,research_center,asia_pacific,2210,Asia/Tokyo
18,national,SOC2,Singapore,Singapore,neurology,1978,research_grant,mass_general,mobile_unit,south_america,2024,Asia/Singapore
19,international,HIPAA_compliant,Sydney,Australia,pathology,2009,research_grant,ucla_health,edge_device,africa,86,Australia/Sydney
