node_id,latitude,longitude
0,44.034981,-92.515051
1,39.309504,-76.615646
2,37.451423,-122.131459
3,42.38405,-71.093487
4,34.097315,-118.212591
5,51.472784,-0.149907
6,48.870615,2.32825
7,35.651067,139.634433
8,1.376857,103.81943
9,-33.822811,151.209367
10,43.989674,-92.487908
11,39.27644,-76.61542
12,37.435772,-122.183356
13,42.328087,-71.046693
14,34.082569,-118.258516
15,51.529462,-0.101023
16,48.827878,2.325537
17,35.630323,139.611373
18,1.370346,103.835382
19,-33.848155,151.182937
