round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.2645270824432373,3.286342144012451,3.274786949157715,3.2677414417266846,3.2734456062316895,3.275259256362915,3.283647298812866,3.279042959213257,3.275251626968384,3.2664451599121094,3.265674591064453,3.2645270824432373,3.270921468734741,3.2645270824432373,3.285696506500244,3.2768988609313965,3.2645270824432373,3.2677292823791504,3.281320571899414,3.2727181911468506
2,3.265059232711792,3.2650821208953857,3.2640111446380615,3.274359703063965,3.2686972618103027,3.2578554153442383,3.2592384815216064,3.2623000144958496,3.2690443992614746,3.2690224647521973,3.269334316253662,3.274244785308838,3.265059232711792,3.264793872833252,3.2639081478118896,3.2683205604553223,3.265059232711792,3.2692368030548096,3.2782700061798096,3.265059232711792
3,3.2850821018218994,3.270092248916626,3.2600796222686768,3.2755792140960693,3.2679123878479004,3.26710844039917,3.272379159927368,3.263841152191162,3.263841152191162,3.2630224227905273,3.263841152191162,3.2695884704589844,3.263841152191162,3.2594220638275146,3.2675180435180664,3.2668099403381348,3.2670743465423584,3.2678346633911133,3.2760112285614014,3.271256923675537
4,3.2711286544799805,3.272165536880493,3.2655560970306396,3.2729921340942383,3.2671799659729004,3.2656850814819336,3.277501106262207,3.2773282527923584,3.2663021087646484,3.268686532974243,3.265343189239502,3.272052526473999,3.2765040397644043,3.2656850814819336,3.264784812927246,3.2722527980804443,3.2656850814819336,3.2656850814819336,3.2685658931732178,3.268002510070801
5,3.2697362899780273,3.2651991844177246,3.267463207244873,3.269775629043579,3.273530960083008,3.2720866203308105,3.2782082557678223,3.272860050201416,3.277418375015259,3.2711527347564697,3.267463207244873,3.267463207244873,3.267463207244873,3.279215097427368,3.268784523010254,3.2736878395080566,3.2741665840148926,3.2648420333862305,3.2647688388824463,3.267970323562622
6,3.27246356010437,3.2679710388183594,3.2687480449676514,3.2675888538360596,3.2658915519714355,3.278555154800415,3.2683863639831543,3.2677149772644043,3.2667531967163086,3.2683863639831543,3.270174264907837,3.2683863639831543,3.2714638710021973,3.2716894149780273,3.268030881881714,3.2683863639831543,3.27472186088562,3.2683637142181396,3.272423028945923,3.2716562747955322
7,3.274013042449951,3.2676730155944824,3.26395320892334,3.2747881412506104,3.2712512016296387,3.272786855697632,3.273143768310547,3.2674107551574707,3.273451566696167,3.2686116695404053,3.268397808074951,3.2674107551574707,3.2763309478759766,3.2680511474609375,3.264826774597168,3.2674107551574707,3.2674107551574707,3.2625772953033447,3.2708563804626465,3.2693402767181396
8,3.267637252807617,3.2701656818389893,3.2662289142608643,3.267637252807617,3.2762532234191895,3.277167320251465,3.277930974960327,3.2704780101776123,3.266925811767578,3.272702932357788,3.267637252807617,3.27470064163208,3.266766309738159,3.2797048091888428,3.277926206588745,3.267637252807617,3.279341697692871,3.2690834999084473,3.2750158309936523,3.2654647827148438
9,3.2682125568389893,3.2745296955108643,3.2650842666625977,3.2753779888153076,3.269681215286255,3.269681215286255,3.2796435356140137,3.2812085151672363,3.277176856994629,3.277463912963867,3.2685985565185547,3.279564142227173,3.281975030899048,3.269681215286255,3.2731995582580566,3.269681215286255,3.2704644203186035,3.2719645500183105,3.2774462699890137,3.2677133083343506
10,3.288907289505005,3.271655797958374,3.2721188068389893,3.275956153869629,3.274289608001709,3.271655797958374,3.287527084350586,3.2719366550445557,3.271655797958374,3.2682502269744873,3.271275758743286,3.272160291671753,3.2822377681732178,3.281019687652588,3.2695982456207275,3.277092933654785,3.277339458465576,3.2753713130950928,3.271655797958374,3.270777940750122
