timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753378247.6220882,1,20,"[5, 12, 4, 18, 10, 2, 1, 6, 19, 9, 3, 7, 8, 15, 14, 17]",16,0.8,0.8,"{5: 1.0, 12: 1.0, 4: 1.0, 18: 1.0, 10: 1.0, 2: 1.0, 1: 1.0, 6: 1.0, 19: 1.0, 9: 1.0, 3: 1.0, 7: 1.0, 8: 1.0, 15: 1.0, 14: 1.0, 17: 1.0}",,,
1753378277.6655798,2,20,"[2, 3, 17, 4, 11, 5, 15, 9, 6, 7, 13, 14, 10, 1, 18, 8]",16,0.8,0.8,"{2: 1.0, 3: 1.0, 17: 1.0, 4: 1.0, 11: 1.0, 5: 1.0, 15: 1.0, 9: 1.0, 6: 1.0, 7: 1.0, 13: 1.0, 14: 1.0, 10: 1.0, 1: 1.0, 18: 1.0, 8: 1.0}",,,
1753378298.4440236,3,20,"[9, 11, 14, 0, 16, 2, 15, 18, 4, 1, 17, 19, 3, 13, 5, 6]",16,0.8,0.8,"{9: 1.0, 11: 1.0, 14: 1.0, 0: 1.0, 16: 1.0, 2: 1.0, 15: 1.0, 18: 1.0, 4: 1.0, 1: 1.0, 17: 1.0, 19: 1.0, 3: 1.0, 13: 1.0, 5: 1.0, 6: 1.0}",,,
1753378319.2794137,4,20,"[9, 4, 12, 11, 7, 10, 14, 3, 6, 18, 2, 8, 1, 15, 0, 19]",16,0.8,0.8,"{9: 1.0, 4: 1.0, 12: 1.0, 11: 1.0, 7: 1.0, 10: 1.0, 14: 1.0, 3: 1.0, 6: 1.0, 18: 1.0, 2: 1.0, 8: 1.0, 1: 1.0, 15: 1.0, 0: 1.0, 19: 1.0}",,,
1753378325.8702776,5,20,"[13, 9, 7, 1, 4, 8, 5, 15, 6, 16, 14, 18, 0, 17, 3, 19]",16,0.8,0.8,"{13: 1.0, 9: 1.0, 7: 1.0, 1: 1.0, 4: 1.0, 8: 1.0, 5: 1.0, 15: 1.0, 6: 1.0, 16: 1.0, 14: 1.0, 18: 1.0, 0: 1.0, 17: 1.0, 3: 1.0, 19: 1.0}",,,
1753378332.8853467,6,20,"[16, 2, 19, 4, 12, 18, 5, 10, 14, 0, 13, 8, 3, 17, 7, 1]",16,0.8,0.8,"{16: 1.0, 2: 1.0, 19: 1.0, 4: 1.0, 12: 1.0, 18: 1.0, 5: 1.0, 10: 1.0, 14: 1.0, 0: 1.0, 13: 1.0, 8: 1.0, 3: 1.0, 17: 1.0, 7: 1.0, 1: 1.0}",,,
1753378339.443921,7,20,"[4, 3, 12, 9, 10, 19, 1, 14, 18, 8, 17, 13, 5, 0, 2, 6]",16,0.8,0.8,"{4: 1.0, 3: 1.0, 12: 1.0, 9: 1.0, 10: 1.0, 19: 1.0, 1: 1.0, 14: 1.0, 18: 1.0, 8: 1.0, 17: 1.0, 13: 1.0, 5: 1.0, 0: 1.0, 2: 1.0, 6: 1.0}",,,
1753378346.1062121,8,20,"[9, 11, 7, 14, 8, 18, 5, 12, 16, 17, 2, 6, 13, 4, 19, 1]",16,0.8,0.8,"{9: 1.0, 11: 1.0, 7: 1.0, 14: 1.0, 8: 1.0, 18: 1.0, 5: 1.0, 12: 1.0, 16: 1.0, 17: 1.0, 2: 1.0, 6: 1.0, 13: 1.0, 4: 1.0, 19: 1.0, 1: 1.0}",,,
1753378353.6371524,9,20,"[6, 9, 19, 3, 0, 18, 11, 16, 8, 1, 14, 7, 10, 12, 2, 17]",16,0.8,0.8,"{6: 1.0, 9: 1.0, 19: 1.0, 3: 1.0, 0: 1.0, 18: 1.0, 11: 1.0, 16: 1.0, 8: 1.0, 1: 1.0, 14: 1.0, 7: 1.0, 10: 1.0, 12: 1.0, 2: 1.0, 17: 1.0}",,,
1753378360.5603979,10,20,"[3, 4, 14, 19, 2, 11, 7, 9, 12, 10, 15, 13, 16, 17, 0, 6]",16,0.8,0.8,"{3: 1.0, 4: 1.0, 14: 1.0, 19: 1.0, 2: 1.0, 11: 1.0, 7: 1.0, 9: 1.0, 12: 1.0, 10: 1.0, 15: 1.0, 13: 1.0, 16: 1.0, 17: 1.0, 0: 1.0, 6: 1.0}",,,
