node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,16,128,tier1_hospital,0.984,high,10000
1,clinic_001,5000,tier_2,32,local,2,256,tier2_hospital,0.934,standard,10000
2,research_center_002,20000,tier_3,128,HIPAA,16,256,research_center,0.987,standard,100000
3,mobile_unit_003,100,tier_1,16,HIPAA,2,64,mobile_unit,0.791,critical,2000
4,edge_device_004,50,tier_2,4,PIPEDA,0,32,edge_device,0.785,standard,2000
5,hospital_005,10000,tier_1,128,local,8,128,tier1_hospital,1.0,standard,20000
6,clinic_006,2000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.952,standard,20000
7,research_center_007,10000,tier_3,256,PIPEDA,32,512,research_center,0.991,standard,50000
8,mobile_unit_008,500,tier_1,4,GDPR,2,64,mobile_unit,0.857,high,1000
9,edge_device_009,500,tier_2,8,local,0,32,edge_device,0.84,high,1000
