param_summary,round_num,source_node,strategy_name,target_node,timestamp,transfer_type
"{'norm': 3.9637198448181152, 'mean': 0.05887782573699951, 'std': 0.22602155804634094}",1,0,,1,1749352197.0059052,parameter_transfer
"{'norm': 4.044212341308594, 'mean': 0.06442387402057648, 'std': 0.22943414747714996}",1,1,,0,1749352197.0059526,parameter_transfer
"{'norm': 3.9600207805633545, 'mean': 0.06075210124254227, 'std': 0.22529925405979156}",1,2,,1,1749352197.0059705,parameter_transfer
"{'norm': 4.090415000915527, 'mean': 0.07291090488433838, 'std': 0.22973781824111938}",1,3,,2,1749352197.0059857,parameter_transfer
"{'norm': 3.8526902198791504, 'mean': 0.05498388409614563, 'std': 0.22026288509368896}",1,4,,3,1749352197.0059993,parameter_transfer
"{'norm': 4.0373921394348145, 'mean': 0.05367681011557579, 'std': 0.23177120089530945}",1,5,,4,1749352197.006014,parameter_transfer
"{'norm': 3.9160070419311523, 'mean': 0.06683985143899918, 'std': 0.22086046636104584}",1,6,,5,1749352197.0060287,parameter_transfer
"{'norm': 4.03806209564209, 'mean': 0.028645459562540054, 'std': 0.2362145483493805}",1,7,,6,1749352197.0060425,parameter_transfer
"{'norm': 4.051712989807129, 'mean': 0.05562455207109451, 'std': 0.23217931389808655}",1,8,,7,1749352197.006055,parameter_transfer
"{'norm': 3.8803768157958984, 'mean': 0.035528652369976044, 'std': 0.22587627172470093}",1,9,,8,1749352197.0060678,parameter_transfer
"{'norm': 4.018736362457275, 'mean': 0.05881702899932861, 'std': 0.22938568890094757}",1,10,,9,1749352197.0060806,parameter_transfer
"{'norm': 3.9510085582733154, 'mean': 0.04313039779663086, 'std': 0.228785440325737}",1,11,,10,1749352197.006094,parameter_transfer
"{'norm': 4.1052937507629395, 'mean': 0.02954062446951866, 'std': 0.24009627103805542}",1,12,,11,1749352197.0061061,parameter_transfer
"{'norm': 4.203847885131836, 'mean': 0.029504818841814995, 'std': 0.24595071375370026}",1,13,,12,1749352197.006119,parameter_transfer
"{'norm': 3.9917168617248535, 'mean': 0.05591277778148651, 'std': 0.2284720242023468}",1,14,,13,1749352197.006131,parameter_transfer
,1,1,GossipAvg,0,1749352197.0061495,aggregation
,1,0,GossipAvg,1,1749352197.0061717,aggregation
,1,1,GossipAvg,2,1749352197.0061803,aggregation
,1,2,GossipAvg,3,1749352197.006187,aggregation
,1,3,GossipAvg,4,1749352197.0061934,aggregation
,1,4,GossipAvg,5,1749352197.0062003,aggregation
,1,5,GossipAvg,6,1749352197.0062072,aggregation
,1,6,GossipAvg,7,1749352197.0062513,aggregation
,1,7,GossipAvg,8,1749352197.0062585,aggregation
,1,8,GossipAvg,9,1749352197.006265,aggregation
,1,9,GossipAvg,10,1749352197.0062711,aggregation
,1,10,GossipAvg,11,1749352197.0062807,aggregation
,1,11,GossipAvg,12,1749352197.0062866,aggregation
,1,12,GossipAvg,13,1749352197.0062923,aggregation
,1,13,GossipAvg,14,1749352197.006299,aggregation
"{'norm': 4.04895544052124, 'mean': 0.029165128245949745, 'std': 0.23679769039154053}",2,0,,1,1749352198.601265,parameter_transfer
"{'norm': 4.079234600067139, 'mean': 0.027818454429507256, 'std': 0.23875604569911957}",2,1,,0,1749352198.6013074,parameter_transfer
"{'norm': 4.068477630615234, 'mean': 0.02729751542210579, 'std': 0.23817816376686096}",2,2,,1,1749352198.6013246,parameter_transfer
"{'norm': 4.092411518096924, 'mean': 0.019959844648838043, 'std': 0.24032020568847656}",2,3,,2,1749352198.6013398,parameter_transfer
"{'norm': 4.051612854003906, 'mean': 0.024724457412958145, 'std': 0.23745988309383392}",2,4,,3,1749352198.6013548,parameter_transfer
"{'norm': 4.028180122375488, 'mean': 0.03107091784477234, 'std': 0.23532040417194366}",2,5,,4,1749352198.6013675,parameter_transfer
"{'norm': 4.0464324951171875, 'mean': 0.020032715052366257, 'std': 0.23759527504444122}",2,6,,5,1749352198.6013803,parameter_transfer
"{'norm': 4.0885233879089355, 'mean': 0.024513378739356995, 'std': 0.23966817557811737}",2,7,,6,1749352198.6013932,parameter_transfer
"{'norm': 4.094592094421387, 'mean': 0.019567320123314857, 'std': 0.2404814213514328}",2,8,,7,1749352198.6014068,parameter_transfer
"{'norm': 4.128693580627441, 'mean': 0.01941096968948841, 'std': 0.24250999093055725}",2,9,,8,1749352198.6015065,parameter_transfer
"{'norm': 4.108948230743408, 'mean': 0.019881390035152435, 'std': 0.24130448698997498}",2,10,,9,1749352198.6015217,parameter_transfer
"{'norm': 4.110501766204834, 'mean': 0.02402367815375328, 'std': 0.24101929366588593}",2,11,,10,1749352198.601536,parameter_transfer
"{'norm': 4.066643714904785, 'mean': 0.025329241529107094, 'std': 0.2382868379354477}",2,12,,11,1749352198.6015496,parameter_transfer
"{'norm': 4.145169258117676, 'mean': 0.02191760577261448, 'std': 0.2432710975408554}",2,13,,12,1749352198.6015632,parameter_transfer
"{'norm': 4.154368877410889, 'mean': 0.026005106046795845, 'std': 0.24341335892677307}",2,14,,13,1749352198.601576,parameter_transfer
,2,1,GossipAvg,0,1749352198.6015933,aggregation
,2,0,GossipAvg,1,1749352198.601605,aggregation
,2,1,GossipAvg,2,1749352198.6016128,aggregation
,2,2,GossipAvg,3,1749352198.60162,aggregation
,2,3,GossipAvg,4,1749352198.6016266,aggregation
,2,4,GossipAvg,5,1749352198.601633,aggregation
,2,5,GossipAvg,6,1749352198.6016395,aggregation
,2,6,GossipAvg,7,1749352198.6016457,aggregation
,2,7,GossipAvg,8,1749352198.6016526,aggregation
,2,8,GossipAvg,9,1749352198.6016583,aggregation
,2,9,GossipAvg,10,1749352198.6016645,aggregation
,2,10,GossipAvg,11,1749352198.6016707,aggregation
,2,11,GossipAvg,12,1749352198.6016767,aggregation
,2,12,GossipAvg,13,1749352198.601689,aggregation
,2,13,GossipAvg,14,1749352198.6016955,aggregation
"{'norm': 4.25067138671875, 'mean': 0.017459556460380554, 'std': 0.24986396729946136}",3,0,,1,1749352200.0390532,parameter_transfer
"{'norm': 4.223195552825928, 'mean': 0.015736950561404228, 'std': 0.24835610389709473}",3,1,,0,1749352200.0390987,parameter_transfer
"{'norm': 4.311343669891357, 'mean': 0.017699845135211945, 'std': 0.2534310221672058}",3,2,,1,1749352200.0391164,parameter_transfer
"{'norm': 4.222062110900879, 'mean': 0.017084641382098198, 'std': 0.24820010364055634}",3,3,,2,1749352200.0391335,parameter_transfer
"{'norm': 4.269338130950928, 'mean': 0.01861591823399067, 'std': 0.25088346004486084}",3,4,,3,1749352200.0391474,parameter_transfer
"{'norm': 4.236082077026367, 'mean': 0.019034557044506073, 'std': 0.24888673424720764}",3,5,,4,1749352200.0391603,parameter_transfer
"{'norm': 4.256868362426758, 'mean': 0.01954817958176136, 'std': 0.2500755190849304}",3,6,,5,1749352200.039174,parameter_transfer
"{'norm': 4.261157035827637, 'mean': 0.013840979896485806, 'std': 0.25070929527282715}",3,7,,6,1749352200.0391886,parameter_transfer
"{'norm': 4.294615268707275, 'mean': 0.011976471170783043, 'std': 0.252779096364975}",3,8,,7,1749352200.0392022,parameter_transfer
"{'norm': 4.191161155700684, 'mean': 0.017875369638204575, 'std': 0.2463187575340271}",3,9,,8,1749352200.0392146,parameter_transfer
"{'norm': 4.2603759765625, 'mean': 0.01121215894818306, 'std': 0.25079455971717834}",3,10,,9,1749352200.0392268,parameter_transfer
"{'norm': 4.363818645477295, 'mean': 0.011862555518746376, 'std': 0.2568667232990265}",3,11,,10,1749352200.0392396,parameter_transfer
"{'norm': 4.294620990753174, 'mean': 0.016009937971830368, 'std': 0.25255605578422546}",3,12,,11,1749352200.0393155,parameter_transfer
"{'norm': 4.272831439971924, 'mean': 0.01601118966937065, 'std': 0.2512694001197815}",3,13,,12,1749352200.039329,parameter_transfer
"{'norm': 4.273096561431885, 'mean': 0.015774138271808624, 'std': 0.25130003690719604}",3,14,,13,1749352200.0393414,parameter_transfer
,3,1,GossipAvg,0,1749352200.0393581,aggregation
,3,0,GossipAvg,1,1749352200.039369,aggregation
,3,1,GossipAvg,2,1749352200.039378,aggregation
,3,2,GossipAvg,3,1749352200.0393848,aggregation
,3,3,GossipAvg,4,1749352200.0393915,aggregation
,3,4,GossipAvg,5,1749352200.039398,aggregation
,3,5,GossipAvg,6,1749352200.0394049,aggregation
,3,6,GossipAvg,7,1749352200.0394118,aggregation
,3,7,GossipAvg,8,1749352200.0394194,aggregation
,3,8,GossipAvg,9,1749352200.0394258,aggregation
,3,9,GossipAvg,10,1749352200.039432,aggregation
,3,10,GossipAvg,11,1749352200.039438,aggregation
,3,11,GossipAvg,12,1749352200.0394442,aggregation
,3,12,GossipAvg,13,1749352200.039451,aggregation
,3,13,GossipAvg,14,1749352200.039457,aggregation
