node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,8,512,tier1_hospital,0.957,high,20000
1,clinic_001,1000,tier_2,64,PIPEDA,8,256,tier2_hospital,0.943,critical,5000
2,research_center_002,10000,tier_3,256,PIPEDA,16,512,research_center,0.984,high,100000
3,mobile_unit_003,500,tier_1,8,local,1,32,mobile_unit,0.762,standard,5000
4,edge_device_004,100,tier_2,8,GDPR,0,16,edge_device,0.81,high,500
5,hospital_005,2000,tier_1,32,HIPAA,8,256,tier1_hospital,0.992,high,10000
6,clinic_006,5000,tier_2,64,GDPR,2,256,tier2_hospital,0.922,critical,5000
7,research_center_007,10000,tier_3,128,HIPAA,32,1024,research_center,0.993,high,50000
8,mobile_unit_008,500,tier_1,16,PIPEDA,1,64,mobile_unit,0.802,standard,2000
9,edge_device_009,100,tier_2,4,HIPAA,1,8,edge_device,0.886,critical,500
10,hospital_010,10000,tier_1,128,local,4,256,tier1_hospital,0.977,critical,10000
11,clinic_011,1000,tier_2,16,local,8,128,tier2_hospital,0.968,high,20000
12,research_center_012,10000,tier_3,64,PIPEDA,32,512,research_center,0.984,standard,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,64,mobile_unit,0.838,critical,2000
14,edge_device_014,100,tier_2,8,local,1,8,edge_device,0.794,critical,1000
