node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.027392,-92.505976,north_america,America/Chicago
1,Baltimore,USA,39.250305,-76.65085,europe,America/New_York
2,Palo Alto,USA,37.394887,-122.174609,asia_pacific,America/Los_Angeles
3,Boston,USA,42.327535,-71.056517,south_america,America/New_York
4,Los Angeles,USA,34.100728,-118.256632,africa,America/Los_Angeles
5,London,UK,51.471954,-0.13559,north_america,Europe/London
6,Paris,France,48.863519,2.371575,europe,Europe/Paris
7,Tokyo,Japan,35.704132,139.620308,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.399115,103.802649,south_america,Asia/Singapore
9,Sydney,Australia,-33.873166,151.166327,africa,Australia/Sydney
