node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.959,critical,20000
1,clinic_001,2000,tier_2,64,GDPR,2,128,tier2_hospital,0.958,high,10000
2,research_center_002,20000,tier_3,128,PIPEDA,32,1024,research_center,0.989,standard,100000
3,mobile_unit_003,100,tier_1,8,HIPAA,1,32,mobile_unit,0.86,high,1000
4,edge_device_004,500,tier_2,2,GDPR,0,32,edge_device,0.791,critical,500
5,hospital_005,2000,tier_1,32,local,4,128,tier1_hospital,0.961,high,50000
6,clinic_006,1000,tier_2,16,HIPAA,2,256,tier2_hospital,0.935,standard,10000
7,research_center_007,10000,tier_3,64,local,8,1024,research_center,0.998,high,50000
8,mobile_unit_008,100,tier_1,8,HIPAA,1,64,mobile_unit,0.795,high,1000
9,edge_device_009,100,tier_2,8,HIPAA,0,32,edge_device,0.9,critical,1000
10,hospital_010,10000,tier_1,128,local,8,256,tier1_hospital,0.95,standard,50000
11,clinic_011,5000,tier_2,32,local,8,128,tier2_hospital,0.937,standard,20000
12,research_center_012,10000,tier_3,128,GDPR,16,256,research_center,0.992,high,20000
13,mobile_unit_013,500,tier_1,8,PIPEDA,2,32,mobile_unit,0.753,standard,5000
14,edge_device_014,100,tier_2,4,local,1,8,edge_device,0.883,standard,500
15,hospital_015,10000,tier_1,128,GDPR,8,256,tier1_hospital,0.991,critical,50000
16,clinic_016,2000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.907,standard,20000
17,research_center_017,20000,tier_3,256,PIPEDA,32,1024,research_center,0.991,high,20000
18,mobile_unit_018,1000,tier_1,8,local,2,64,mobile_unit,0.9,high,5000
19,edge_device_019,50,tier_2,8,HIPAA,1,8,edge_device,0.734,high,2000
20,hospital_020,5000,tier_1,32,HIPAA,8,256,tier1_hospital,0.961,high,20000
21,clinic_021,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.934,critical,10000
22,research_center_022,10000,tier_3,128,PIPEDA,32,256,research_center,0.989,high,50000
23,mobile_unit_023,100,tier_1,4,PIPEDA,1,32,mobile_unit,0.839,standard,5000
24,edge_device_024,100,tier_2,4,PIPEDA,0,16,edge_device,0.869,standard,1000
