node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.959,high,10000
1,clinic_001,1000,tier_2,16,local,2,128,tier2_hospital,0.928,standard,10000
2,research_center_002,5000,tier_3,128,local,32,256,research_center,0.983,critical,100000
3,mobile_unit_003,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.768,standard,2000
4,edge_device_004,500,tier_2,4,PIPEDA,1,32,edge_device,0.88,high,1000
5,hospital_005,2000,tier_1,128,GDPR,4,256,tier1_hospital,0.967,standard,20000
6,clinic_006,1000,tier_2,64,GDPR,8,256,tier2_hospital,0.979,standard,5000
7,research_center_007,10000,tier_3,256,PIPEDA,32,256,research_center,0.982,standard,50000
8,mobile_unit_008,100,tier_1,16,GDPR,2,32,mobile_unit,0.769,high,1000
9,edge_device_009,100,tier_2,2,PIPEDA,0,16,edge_device,0.886,standard,500
