node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,4,128,tier1_hospital,0.998,standard,10000
1,clinic_001,5000,tier_2,16,HIPAA,4,128,tier2_hospital,0.908,standard,10000
2,research_center_002,10000,tier_3,64,GDPR,32,256,research_center,0.999,critical,50000
3,mobile_unit_003,100,tier_1,8,HIPAA,1,64,mobile_unit,0.776,critical,2000
4,edge_device_004,100,tier_2,2,GDPR,0,32,edge_device,0.873,high,2000
5,hospital_005,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.998,standard,20000
6,clinic_006,2000,tier_2,64,PIPEDA,2,128,tier2_hospital,0.972,high,5000
7,research_center_007,10000,tier_3,128,local,16,1024,research_center,0.98,standard,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,32,mobile_unit,0.859,high,2000
9,edge_device_009,500,tier_2,4,PIPEDA,1,16,edge_device,0.829,standard,2000
10,hospital_010,2000,tier_1,32,HIPAA,16,512,tier1_hospital,0.967,high,10000
11,clinic_011,1000,tier_2,64,GDPR,2,128,tier2_hospital,0.952,standard,10000
12,research_center_012,5000,tier_3,64,HIPAA,32,512,research_center,0.997,standard,20000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,1,64,mobile_unit,0.837,critical,5000
14,edge_device_014,50,tier_2,2,PIPEDA,0,16,edge_device,0.8,critical,2000
15,hospital_015,5000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.967,critical,10000
16,clinic_016,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.937,critical,5000
17,research_center_017,20000,tier_3,64,HIPAA,8,256,research_center,0.99,high,20000
18,mobile_unit_018,100,tier_1,4,local,1,64,mobile_unit,0.848,standard,2000
19,edge_device_019,500,tier_2,4,local,1,16,edge_device,0.701,critical,2000
20,hospital_020,10000,tier_1,32,local,4,128,tier1_hospital,0.975,critical,20000
21,clinic_021,1000,tier_2,16,local,2,256,tier2_hospital,0.951,standard,10000
22,research_center_022,20000,tier_3,128,GDPR,32,1024,research_center,0.983,high,100000
23,mobile_unit_023,100,tier_1,4,PIPEDA,1,64,mobile_unit,0.883,high,5000
24,edge_device_024,50,tier_2,4,HIPAA,0,32,edge_device,0.731,standard,1000
25,hospital_025,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.961,standard,50000
26,clinic_026,5000,tier_2,16,local,4,64,tier2_hospital,0.926,critical,5000
27,research_center_027,20000,tier_3,64,local,32,1024,research_center,0.988,standard,100000
28,mobile_unit_028,100,tier_1,4,PIPEDA,2,32,mobile_unit,0.791,critical,2000
29,edge_device_029,100,tier_2,8,GDPR,1,8,edge_device,0.84,high,500
