node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.001915,-92.428752,north_america,America/Chicago
1,Baltimore,USA,39.328198,-76.566999,europe,America/New_York
2,Palo Alto,USA,37.418454,-122.176143,asia_pacific,America/Los_Angeles
3,Boston,USA,42.313251,-71.092177,south_america,America/New_York
4,Los Angeles,USA,34.04913,-118.253954,africa,America/Los_Angeles
5,London,UK,51.505761,-0.111769,north_america,Europe/London
6,Paris,France,48.808643,2.362918,europe,Europe/Paris
7,Tokyo,Japan,35.648569,139.689397,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.324624,103.80893,south_america,Asia/Singapore
9,Sydney,Australia,-33.820666,151.190968,africa,Australia/Sydney
10,Rochester,USA,44.029127,-92.514379,north_america,America/Chicago
11,Baltimore,USA,39.29513,-76.562999,europe,America/New_York
12,Palo Alto,USA,37.400545,-122.130587,asia_pacific,America/Los_Angeles
13,Boston,USA,42.385003,-71.011713,south_america,America/New_York
14,Los Angeles,USA,34.019809,-118.221013,africa,America/Los_Angeles
15,London,UK,51.497474,-0.112385,north_america,Europe/London
16,Paris,France,48.877928,2.30792,europe,Europe/Paris
17,Tokyo,Japan,35.719591,139.644411,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.333346,103.800114,south_america,Asia/Singapore
19,Sydney,Australia,-33.861538,151.162377,africa,Australia/Sydney
