node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,16,256,tier1_hospital,0.953,standard,20000
1,clinic_001,5000,tier_2,64,GDPR,8,256,tier2_hospital,0.942,standard,20000
2,research_center_002,5000,tier_3,256,PIPEDA,8,256,research_center,0.998,standard,20000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,1,64,mobile_unit,0.862,critical,2000
4,edge_device_004,100,tier_2,4,HIPAA,0,8,edge_device,0.812,standard,2000
5,hospital_005,10000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.976,standard,10000
6,clinic_006,2000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.963,critical,10000
7,research_center_007,5000,tier_3,256,local,8,1024,research_center,0.985,standard,100000
8,mobile_unit_008,100,tier_1,8,local,2,32,mobile_unit,0.893,standard,2000
9,edge_device_009,100,tier_2,4,HIPAA,1,32,edge_device,0.771,high,500
