node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1999,private,mayo_clinic,tier1_hospital,1710
1,international,FedRAMP,oncology,1999,mixed,johns_hopkins,tier2_hospital,2164
2,national,SOC2,cardiology,1954,private,stanford_med,research_center,2793
3,local,FedRAMP,neurology,1959,mixed,mass_general,mobile_unit,2533
4,national,ISO27001,pathology,1950,public,ucla_health,edge_device,3945
5,regional,ISO27001,radiology,1953,public,mayo_clinic,tier1_hospital,4488
6,national,SOC2,oncology,1985,mixed,johns_hopkins,tier2_hospital,3715
7,national,SOC2,cardiology,1964,public,stanford_med,research_center,702
8,local,HIPAA_compliant,neurology,2000,private,mass_general,mobile_unit,656
9,international,HIPAA_compliant,pathology,2018,private,ucla_health,edge_device,2329
10,national,ISO27001,radiology,2009,private,mayo_clinic,tier1_hospital,2161
11,national,SOC2,oncology,1954,public,johns_hopkins,tier2_hospital,2459
12,national,HIPAA_compliant,cardiology,2011,research_grant,stanford_med,research_center,3539
13,local,HIPAA_compliant,neurology,1969,public,mass_general,mobile_unit,3394
14,local,ISO27001,pathology,2016,public,ucla_health,edge_device,3655
