node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,8,128,tier1_hospital,0.958,critical,10000
1,clinic_001,5000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.945,standard,10000
2,research_center_002,5000,tier_3,256,HIPAA,16,1024,research_center,1.0,high,20000
3,mobile_unit_003,500,tier_1,8,PIPEDA,1,16,mobile_unit,0.883,high,5000
4,edge_device_004,500,tier_2,4,PIPEDA,0,32,edge_device,0.754,standard,2000
5,hospital_005,5000,tier_1,64,local,16,256,tier1_hospital,0.975,critical,20000
6,clinic_006,2000,tier_2,16,GDPR,2,128,tier2_hospital,0.977,high,10000
7,research_center_007,5000,tier_3,256,GDPR,32,512,research_center,0.98,critical,100000
8,mobile_unit_008,100,tier_1,8,local,1,32,mobile_unit,0.812,critical,5000
9,edge_device_009,100,tier_2,4,HIPAA,1,8,edge_device,0.801,critical,2000
10,hospital_010,10000,tier_1,64,HIPAA,16,256,tier1_hospital,0.996,critical,20000
11,clinic_011,1000,tier_2,64,local,8,128,tier2_hospital,0.907,high,5000
12,research_center_012,5000,tier_3,64,GDPR,8,256,research_center,0.99,high,20000
13,mobile_unit_013,100,tier_1,4,GDPR,2,32,mobile_unit,0.835,standard,5000
14,edge_device_014,50,tier_2,8,HIPAA,1,8,edge_device,0.896,standard,2000
15,hospital_015,10000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.957,standard,20000
16,clinic_016,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.902,high,10000
17,research_center_017,5000,tier_3,256,HIPAA,32,1024,research_center,0.995,standard,100000
18,mobile_unit_018,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.853,standard,5000
19,edge_device_019,100,tier_2,8,GDPR,0,16,edge_device,0.864,critical,1000
