edge,weight
0-1,1037.21
0-2,5958.93
0-3,1710.6
0-4,412.19
0-5,1928.93
0-6,1018.57
0-7,83.47
0-8,4981.37
0-9,598.87
0-10,1702.87
0-11,101.53
0-12,85.6
0-13,2328.91
0-14,1112.28
0-15,2002.45
0-16,403.25
0-17,2196.38
0-18,512.51
0-19,1622.82
1-2,536.45
1-3,2131.88
1-4,99.64
1-5,1161.47
1-6,5753.98
1-7,944.65
1-8,570.29
1-9,921.14
1-10,1069.05
1-11,488.06
1-12,101.56
1-13,4643.24
1-14,5572.25
1-15,1150.5
1-16,108.49
1-17,2158.05
1-18,105.28
1-19,551.58
2-3,1632.88
2-4,5187.0
2-5,96.47
2-6,5313.04
2-7,5249.6
2-8,4183.44
2-9,880.41
2-10,1051.18
2-11,89.34
2-12,5589.02
2-13,5567.87
2-14,582.67
2-15,5426.29
2-16,1656.53
2-17,1649.07
2-18,111.99
2-19,1941.34
3-4,451.04
3-5,4598.79
3-6,2275.97
3-7,1158.54
3-8,4909.74
3-9,508.18
3-10,1075.06
3-11,1730.73
3-12,990.72
3-13,96.88
3-14,1129.75
3-15,81.34
3-16,107.6
3-17,908.16
3-18,486.09
3-19,5672.99
4-5,80.95
4-6,4765.15
4-7,4752.95
4-8,2060.23
4-9,5274.14
4-10,2139.18
4-11,4732.67
4-12,4048.08
4-13,95.45
4-14,4379.28
4-15,5382.33
4-16,1145.73
4-17,845.17
4-18,117.46
4-19,1665.32
5-6,1152.74
5-7,4832.15
5-8,94.0
5-9,115.13
5-10,863.88
5-11,104.88
5-12,4031.02
5-13,2097.43
5-14,115.89
5-15,1986.21
5-16,1164.42
5-17,544.29
5-18,91.97
5-19,93.28
6-7,2152.4
6-8,898.78
6-9,509.49
6-10,1828.14
6-11,91.51
6-12,1744.65
6-13,4318.34
6-14,522.23
6-15,1046.24
6-16,84.65
6-17,1001.35
6-18,5577.13
6-19,5314.07
7-8,5190.65
7-9,917.75
7-10,526.66
7-11,938.48
7-12,4628.22
7-13,427.33
7-14,1067.64
7-15,1681.1
7-16,2098.0
7-17,4606.83
7-18,2329.6
7-19,97.54
8-9,5612.95
8-10,4062.98
8-11,558.72
8-12,118.33
8-13,860.38
8-14,4492.8
8-15,1977.49
8-16,5523.28
8-17,104.04
8-18,1817.48
8-19,2070.04
9-10,111.8
9-11,4452.48
9-12,5052.37
9-13,5000.83
9-14,4529.64
9-15,4660.49
9-16,1089.41
9-17,1170.65
9-18,954.25
9-19,99.09
10-11,450.38
10-12,2398.41
10-13,465.62
10-14,1856.75
10-15,4355.2
10-16,5520.85
10-17,1187.7
10-18,117.21
10-19,1063.32
11-12,5669.3
11-13,1630.15
11-14,929.52
11-15,857.36
11-16,439.62
11-17,902.89
11-18,412.32
11-19,1035.4
12-13,1606.41
12-14,95.9
12-15,1139.65
12-16,1117.59
12-17,876.83
12-18,1865.66
12-19,437.98
13-14,4785.38
13-15,2383.87
13-16,563.25
13-17,512.09
13-18,116.39
13-19,1175.99
14-15,1719.48
14-16,958.62
14-17,85.35
14-18,533.68
14-19,588.86
15-16,515.06
15-17,5112.52
15-18,2377.43
15-19,1032.32
16-17,104.99
16-18,99.85
16-19,4684.0
17-18,1011.82
17-19,5027.35
18-19,84.74
