node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.010569,-92.453538,north_america,America/Chicago
1,Baltimore,USA,39.303655,-76.63811,europe,America/New_York
2,Palo Alto,USA,37.391999,-122.130553,asia_pacific,America/Los_Angeles
3,Boston,USA,42.347258,-71.066531,south_america,America/New_York
4,Los Angeles,USA,34.090896,-118.223356,africa,America/Los_Angeles
5,London,UK,51.518051,-0.101812,north_america,Europe/London
6,Paris,France,48.846451,2.36579,europe,Europe/Paris
7,Tokyo,Japan,35.627021,139.696246,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.346577,103.813943,south_america,Asia/Singapore
9,Sydney,Australia,-33.833335,151.257598,africa,Australia/Sydney
10,Rochester,USA,44.032087,-92.497123,north_america,America/Chicago
11,Baltimore,USA,39.265817,-76.656141,europe,America/New_York
12,Palo Alto,USA,37.407963,-122.11887,asia_pacific,America/Los_Angeles
13,Boston,USA,42.407136,-71.069396,south_america,America/New_York
14,Los Angeles,USA,34.073293,-118.225148,africa,America/Los_Angeles
15,London,UK,51.535894,-0.095263,north_america,Europe/London
16,Paris,France,48.862872,2.326015,europe,Europe/Paris
17,Tokyo,Japan,35.628505,139.622146,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.327899,103.794984,south_america,Asia/Singapore
19,Sydney,Australia,-33.867778,151.179459,africa,Australia/Sydney
20,Rochester,USA,44.041146,-92.433731,north_america,America/Chicago
21,Baltimore,USA,39.285683,-76.577569,europe,America/New_York
22,Palo Alto,USA,37.489804,-122.132484,asia_pacific,America/Los_Angeles
23,Boston,USA,42.39199,-71.066473,south_america,America/New_York
24,Los Angeles,USA,34.016866,-118.210483,africa,America/Los_Angeles
25,London,UK,51.504748,-0.133068,north_america,Europe/London
26,Paris,France,48.811751,2.327649,europe,Europe/Paris
27,Tokyo,Japan,35.701172,139.687137,asia_pacific,Asia/Tokyo
28,Singapore,Singapore,1.31172,103.795088,south_america,Asia/Singapore
29,Sydney,Australia,-33.917003,151.229825,africa,Australia/Sydney
