activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749407363.6580036,1
aggregation,,False,,,1,GossipAvg,1749407412.8999586,
aggregation,,False,,,1,GossipAvg,1749407412.8999755,
aggregation,,False,,,1,GossipAvg,1749407412.8999865,
aggregation,,False,,,1,GossipAvg,1749407412.8999953,
aggregation,,False,,,1,GossipAvg,1749407412.9000053,
aggregation,,True,,,1,GossipAvg,1749407412.9000144,
aggregation,,False,,,1,GossipAvg,1749407412.9000242,
model_update,,,,2.3395099455526265,1,,1749407416.872357,
local_training,,,{},,2,,1749407417.3720915,1
aggregation,,False,,,2,GossipAvg,1749407440.316965,
aggregation,,False,,,2,GossipAvg,1749407440.3169794,
aggregation,,False,,,2,GossipAvg,1749407440.3169892,
aggregation,,False,,,2,GossipAvg,1749407440.3169987,
aggregation,,False,,,2,GossipAvg,1749407440.317008,
aggregation,,True,,,2,GossipAvg,1749407440.3170178,
aggregation,,False,,,2,GossipAvg,1749407440.3170269,
model_update,,,,2.503541534246736,2,,1749407443.8563569,
local_training,,,{},,3,,1749407444.3547816,1
aggregation,,False,,,3,GossipAvg,1749407467.2763414,
aggregation,,False,,,3,GossipAvg,1749407467.276355,
aggregation,,False,,,3,GossipAvg,1749407467.2763646,
aggregation,,False,,,3,GossipAvg,1749407467.276373,
aggregation,,False,,,3,GossipAvg,1749407467.2763824,
aggregation,,True,,,3,GossipAvg,1749407467.276391,
aggregation,,False,,,3,GossipAvg,1749407467.2764,
model_update,,,,2.50868285886092,3,,1749407470.9013255,
