node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,8,512,tier1_hospital,0.972,standard,50000
1,clinic_001,5000,tier_2,16,GDPR,2,128,tier2_hospital,0.965,critical,20000
2,research_center_002,10000,tier_3,128,PIPEDA,32,1024,research_center,0.985,high,20000
3,mobile_unit_003,1000,tier_1,4,local,2,32,mobile_unit,0.869,standard,5000
4,edge_device_004,50,tier_2,8,HIPAA,0,8,edge_device,0.792,standard,2000
5,hospital_005,5000,tier_1,32,HIPAA,16,128,tier1_hospital,0.951,high,20000
6,clinic_006,1000,tier_2,64,HIPAA,2,128,tier2_hospital,0.911,high,20000
7,research_center_007,20000,tier_3,256,GDPR,8,512,research_center,0.995,standard,50000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,1,16,mobile_unit,0.772,standard,2000
9,edge_device_009,100,tier_2,8,GDPR,0,8,edge_device,0.859,high,1000
