node_id,latitude,longitude
0,44.05146,-92.449415
1,39.337029,-76.59322
2,37.444246,-122.161583
3,42.323432,-71.086302
4,34.100579,-118.258498
5,51.481533,-0.144154
6,48.874666,2.325281
7,35.707487,139.643069
8,1.321607,103.799196
9,-33.843044,151.252416
10,43.987164,-92.514081
11,39.264172,-76.61791
12,37.417005,-122.108595
13,42.381764,-71.043525
14,34.02639,-118.251571
15,51.536192,-0.108937
16,48.89442,2.393202
17,35.716473,139.690401
18,1.327883,103.830215
19,-33.915629,151.168646
